platform,stat_time_day,conversion,clicks,spend,cpm,conversion_rate,ctr,cost_per_conversion,impressions,cpc,shopping,shopping_sigla
IPAD,2026-05-10 00:00:00,0,0,0.02,1.18,0.0,0.0,0.0,17,0.0,Nacoes Shopping,NS
UNKNOWN,2026-05-11 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-11 00:00:00,0,719,31.91,2.96,0.0,6.67,0.0,10774,0.04,Nacoes Shopping,NS
IPHONE,2026-05-11 00:00:00,0,4,8.25,2.37,0.0,0.11,0.0,3485,2.06,Nacoes Shopping,NS
IPAD,2026-05-11 00:00:00,0,0,0.02,2.86,0.0,0.0,0.0,7,0.0,Nacoes Shopping,NS
ANDROID,2026-05-12 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
IPHONE,2026-05-12 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-13 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
IPHONE,2026-05-13 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-14 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-15 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
IPHONE,2026-05-15 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-16 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-17 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-18 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
IPHONE,2026-05-18 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-19 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-20 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
IPHONE,2026-05-20 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-21 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
IPHONE,2026-05-21 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-22 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-23 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-24 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-25 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
IPHONE,2026-05-26 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-27 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
UNKNOWN,2026-05-28 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-28 00:00:00,0,920,44.19,2.92,0.0,6.07,0.0,15145,0.05,Nacoes Shopping,NS
IPHONE,2026-05-28 00:00:00,0,9,7.63,1.72,0.0,0.2,0.0,4441,0.85,Nacoes Shopping,NS
IPAD,2026-05-28 00:00:00,0,0,0.02,1.67,0.0,0.0,0.0,12,0.0,Nacoes Shopping,NS
UNKNOWN,2026-05-29 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-29 00:00:00,0,1375,69.65,3.19,0.0,6.3,0.0,21825,0.05,Nacoes Shopping,NS
IPHONE,2026-05-29 00:00:00,0,7,14.08,2.11,0.0,0.1,0.0,6686,2.01,Nacoes Shopping,NS
IPAD,2026-05-29 00:00:00,0,0,0.08,2.96,0.0,0.0,0.0,27,0.0,Nacoes Shopping,NS
UNKNOWN,2026-05-30 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-30 00:00:00,0,1472,68.74,3.14,0.0,6.72,0.0,21913,0.05,Nacoes Shopping,NS
IPHONE,2026-05-30 00:00:00,0,11,13.45,1.92,0.0,0.16,0.0,6990,1.22,Nacoes Shopping,NS
IPAD,2026-05-30 00:00:00,0,0,0.03,1.3,0.0,0.0,0.0,23,0.0,Nacoes Shopping,NS
UNKNOWN,2026-05-31 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-05-31 00:00:00,0,1788,70.01,2.89,0.0,7.37,0.0,24256,0.04,Nacoes Shopping,NS
IPHONE,2026-05-31 00:00:00,0,15,14.27,1.85,0.0,0.19,0.0,7703,0.95,Nacoes Shopping,NS
IPAD,2026-05-31 00:00:00,0,0,0.06,2.0,0.0,0.0,0.0,30,0.0,Nacoes Shopping,NS
UNKNOWN,2026-06-01 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-06-01 00:00:00,0,1844,64.97,2.71,0.0,7.69,0.0,23978,0.04,Nacoes Shopping,NS
IPHONE,2026-06-01 00:00:00,0,15,15.58,1.84,0.0,0.18,0.0,8463,1.04,Nacoes Shopping,NS
IPAD,2026-06-01 00:00:00,0,0,0.04,1.38,0.0,0.0,0.0,29,0.0,Nacoes Shopping,NS
UNKNOWN,2026-06-02 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-06-02 00:00:00,0,1730,62.4,3.06,0.0,8.48,0.0,20396,0.04,Nacoes Shopping,NS
IPHONE,2026-06-02 00:00:00,0,12,16.11,2.03,0.0,0.15,0.0,7929,1.34,Nacoes Shopping,NS
IPAD,2026-06-02 00:00:00,0,0,0.05,1.92,0.0,0.0,0.0,26,0.0,Nacoes Shopping,NS
UNKNOWN,2026-06-03 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-06-03 00:00:00,0,1889,63.8,3.02,0.0,8.94,0.0,21131,0.03,Nacoes Shopping,NS
IPHONE,2026-06-03 00:00:00,0,14,15.66,2.22,0.0,0.2,0.0,7039,1.12,Nacoes Shopping,NS
IPAD,2026-06-03 00:00:00,0,0,0.1,2.7,0.0,0.0,0.0,37,0.0,Nacoes Shopping,NS
UNKNOWN,2026-06-04 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-06-04 00:00:00,0,2149,62.66,2.87,0.0,9.86,0.0,21797,0.03,Nacoes Shopping,NS
IPHONE,2026-06-04 00:00:00,0,10,17.14,2.11,0.0,0.12,0.0,8120,1.71,Nacoes Shopping,NS
IPAD,2026-06-04 00:00:00,0,0,0.07,2.5,0.0,0.0,0.0,28,0.0,Nacoes Shopping,NS
UNKNOWN,2026-06-05 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-06-05 00:00:00,0,1719,59.22,2.63,0.0,7.64,0.0,22488,0.03,Nacoes Shopping,NS
IPHONE,2026-06-05 00:00:00,0,8,12.1,1.73,0.0,0.11,0.0,7012,1.51,Nacoes Shopping,NS
IPAD,2026-06-05 00:00:00,0,0,0.06,1.76,0.0,0.0,0.0,34,0.0,Nacoes Shopping,NS
UNKNOWN,2026-06-06 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-06-06 00:00:00,0,1666,57.76,2.76,0.0,7.95,0.0,20959,0.03,Nacoes Shopping,NS
IPHONE,2026-06-06 00:00:00,0,10,12.83,1.84,0.0,0.14,0.0,6963,1.28,Nacoes Shopping,NS
IPAD,2026-06-06 00:00:00,0,0,0.03,1.36,0.0,0.0,0.0,22,0.0,Nacoes Shopping,NS
UNKNOWN,2026-06-07 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-06-07 00:00:00,0,1897,58.12,2.55,0.0,8.32,0.0,22792,0.03,Nacoes Shopping,NS
IPHONE,2026-06-07 00:00:00,0,7,12.44,1.61,0.0,0.09,0.0,7746,1.78,Nacoes Shopping,NS
IPAD,2026-06-07 00:00:00,0,0,0.04,1.82,0.0,0.0,0.0,22,0.0,Nacoes Shopping,NS
UNKNOWN,2026-06-08 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-06-08 00:00:00,0,1542,55.13,2.6,0.0,7.28,0.0,21178,0.04,Nacoes Shopping,NS
IPHONE,2026-06-08 00:00:00,0,8,12.52,1.78,0.0,0.11,0.0,7041,1.57,Nacoes Shopping,NS
IPAD,2026-06-08 00:00:00,0,0,0.04,2.0,0.0,0.0,0.0,20,0.0,Nacoes Shopping,NS
UNKNOWN,2026-06-09 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-06-09 00:00:00,0,1401,52.62,2.62,0.0,6.98,0.0,20072,0.04,Nacoes Shopping,NS
IPHONE,2026-06-09 00:00:00,0,17,13.57,2.0,0.0,0.25,0.0,6774,0.8,Nacoes Shopping,NS
IPAD,2026-06-09 00:00:00,0,0,0.04,2.5,0.0,0.0,0.0,16,0.0,Nacoes Shopping,NS
UNKNOWN,2026-06-10 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-06-10 00:00:00,0,1277,52.24,2.8,0.0,6.84,0.0,18678,0.04,Nacoes Shopping,NS
IPHONE,2026-06-10 00:00:00,0,6,13.1,2.15,0.0,0.1,0.0,6094,2.18,Nacoes Shopping,NS
IPAD,2026-06-10 00:00:00,0,0,0.02,1.11,0.0,0.0,0.0,18,0.0,Nacoes Shopping,NS
UNKNOWN,2026-06-11 00:00:00,0,0,0.03,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-06-11 00:00:00,0,1254,50.29,2.66,0.0,6.63,0.0,18921,0.04,Nacoes Shopping,NS
IPHONE,2026-06-11 00:00:00,0,9,11.59,1.97,0.0,0.15,0.0,5869,1.29,Nacoes Shopping,NS
IPAD,2026-06-11 00:00:00,0,0,0.01,1.67,0.0,0.0,0.0,6,0.0,Nacoes Shopping,NS
UNKNOWN,2026-06-12 00:00:00,0,0,0.03,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-06-12 00:00:00,0,1195,46.67,2.54,0.0,6.49,0.0,18406,0.04,Nacoes Shopping,NS
IPHONE,2026-06-12 00:00:00,0,6,11.11,2.07,0.0,0.11,0.0,5373,1.85,Nacoes Shopping,NS
IPAD,2026-06-12 00:00:00,0,0,0.03,3.33,0.0,0.0,0.0,9,0.0,Nacoes Shopping,NS
UNKNOWN,2026-06-13 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-06-13 00:00:00,0,853,38.44,2.55,0.0,5.66,0.0,15063,0.05,Nacoes Shopping,NS
IPHONE,2026-06-13 00:00:00,0,8,10.21,1.84,0.0,0.14,0.0,5555,1.28,Nacoes Shopping,NS
IPAD,2026-06-13 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,20,0.0,Nacoes Shopping,NS
ANDROID,2026-06-14 00:00:00,0,186,13.6,1.93,0.0,2.64,0.0,7039,0.07,Nacoes Shopping,NS
IPHONE,2026-06-14 00:00:00,0,0,3.82,1.42,0.0,0.0,0.0,2694,0.0,Nacoes Shopping,NS
IPAD,2026-06-14 00:00:00,0,0,0.02,2.22,0.0,0.0,0.0,9,0.0,Nacoes Shopping,NS
ANDROID,2026-06-15 00:00:00,0,0,7.71,1.48,0.0,0.0,0.0,5197,0.0,Nacoes Shopping,NS
IPHONE,2026-06-15 00:00:00,0,0,3.21,1.48,0.0,0.0,0.0,2162,0.0,Nacoes Shopping,NS
IPAD,2026-06-15 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,8,0.0,Nacoes Shopping,NS
ANDROID,2026-06-16 00:00:00,0,0,7.62,1.74,0.0,0.0,0.0,4369,0.0,Nacoes Shopping,NS
IPHONE,2026-06-16 00:00:00,0,0,3.49,1.68,0.0,0.0,0.0,2081,0.0,Nacoes Shopping,NS
IPAD,2026-06-16 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,7,0.0,Nacoes Shopping,NS
ANDROID,2026-06-17 00:00:00,0,0,6.98,1.9,0.0,0.0,0.0,3679,0.0,Nacoes Shopping,NS
IPHONE,2026-06-17 00:00:00,0,0,3.42,1.97,0.0,0.0,0.0,1732,0.0,Nacoes Shopping,NS
IPAD,2026-06-17 00:00:00,0,0,0.02,2.0,0.0,0.0,0.0,10,0.0,Nacoes Shopping,NS
ANDROID,2026-06-18 00:00:00,0,0,8.24,1.91,0.0,0.0,0.0,4314,0.0,Nacoes Shopping,NS
IPHONE,2026-06-18 00:00:00,0,0,3.13,1.89,0.0,0.0,0.0,1657,0.0,Nacoes Shopping,NS
IPAD,2026-06-18 00:00:00,0,0,0.01,2.0,0.0,0.0,0.0,5,0.0,Nacoes Shopping,NS
UNKNOWN,2026-06-19 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-06-19 00:00:00,0,0,7.99,2.11,0.0,0.0,0.0,3790,0.0,Nacoes Shopping,NS
IPHONE,2026-06-19 00:00:00,0,0,2.63,2.1,0.0,0.0,0.0,1250,0.0,Nacoes Shopping,NS
IPAD,2026-06-19 00:00:00,0,0,0.01,3.33,0.0,0.0,0.0,3,0.0,Nacoes Shopping,NS
ANDROID,2026-06-20 00:00:00,0,0,7.07,1.78,0.0,0.0,0.0,3981,0.0,Nacoes Shopping,NS
IPHONE,2026-06-20 00:00:00,0,0,3.02,1.82,0.0,0.0,0.0,1655,0.0,Nacoes Shopping,NS
IPAD,2026-06-20 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,4,0.0,Nacoes Shopping,NS
ANDROID,2026-06-21 00:00:00,0,0,6.72,1.67,0.0,0.0,0.0,4014,0.0,Nacoes Shopping,NS
IPHONE,2026-06-21 00:00:00,0,0,2.58,1.57,0.0,0.0,0.0,1641,0.0,Nacoes Shopping,NS
IPAD,2026-06-21 00:00:00,0,0,0.01,1.25,0.0,0.0,0.0,8,0.0,Nacoes Shopping,NS
ANDROID,2026-06-22 00:00:00,0,0,6.03,1.7,0.0,0.0,0.0,3547,0.0,Nacoes Shopping,NS
IPHONE,2026-06-22 00:00:00,0,0,2.81,1.79,0.0,0.0,0.0,1567,0.0,Nacoes Shopping,NS
IPAD,2026-06-22 00:00:00,0,0,0.01,2.5,0.0,0.0,0.0,4,0.0,Nacoes Shopping,NS
ANDROID,2026-06-23 00:00:00,0,0,6.32,1.9,0.0,0.0,0.0,3330,0.0,Nacoes Shopping,NS
IPHONE,2026-06-23 00:00:00,0,0,2.73,1.87,0.0,0.0,0.0,1462,0.0,Nacoes Shopping,NS
IPAD,2026-06-23 00:00:00,0,0,0.01,1.43,0.0,0.0,0.0,7,0.0,Nacoes Shopping,NS
ANDROID,2026-06-24 00:00:00,0,0,6.4,2.22,0.0,0.0,0.0,2885,0.0,Nacoes Shopping,NS
IPHONE,2026-06-24 00:00:00,0,0,2.3,2.09,0.0,0.0,0.0,1100,0.0,Nacoes Shopping,NS
IPAD,2026-06-24 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,4,0.0,Nacoes Shopping,NS
ANDROID,2026-06-25 00:00:00,0,0,6.25,2.0,0.0,0.0,0.0,3126,0.0,Nacoes Shopping,NS
IPHONE,2026-06-25 00:00:00,0,0,2.38,2.17,0.0,0.0,0.0,1097,0.0,Nacoes Shopping,NS
IPAD,2026-06-25 00:00:00,0,0,0.01,1.25,0.0,0.0,0.0,8,0.0,Nacoes Shopping,NS
ANDROID,2026-06-26 00:00:00,0,0,5.42,2.11,0.0,0.0,0.0,2568,0.0,Nacoes Shopping,NS
IPHONE,2026-06-26 00:00:00,0,0,2.01,2.11,0.0,0.0,0.0,951,0.0,Nacoes Shopping,NS
IPAD,2026-06-26 00:00:00,0,0,0.01,2.0,0.0,0.0,0.0,5,0.0,Nacoes Shopping,NS
ANDROID,2026-06-27 00:00:00,0,0,4.65,1.92,0.0,0.0,0.0,2422,0.0,Nacoes Shopping,NS
IPHONE,2026-06-27 00:00:00,0,0,1.59,2.1,0.0,0.0,0.0,758,0.0,Nacoes Shopping,NS
IPAD,2026-06-27 00:00:00,0,0,0.01,3.33,0.0,0.0,0.0,3,0.0,Nacoes Shopping,NS
ANDROID,2026-06-28 00:00:00,0,0,3.58,1.61,0.0,0.0,0.0,2224,0.0,Nacoes Shopping,NS
IPHONE,2026-06-28 00:00:00,0,0,1.2,1.62,0.0,0.0,0.0,739,0.0,Nacoes Shopping,NS
IPAD,2026-06-28 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,4,0.0,Nacoes Shopping,NS
ANDROID,2026-06-29 00:00:00,0,0,2.74,2.05,0.0,0.0,0.0,1336,0.0,Nacoes Shopping,NS
IPHONE,2026-06-29 00:00:00,0,0,0.88,2.01,0.0,0.0,0.0,437,0.0,Nacoes Shopping,NS
IPAD,2026-06-29 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,Nacoes Shopping,NS
ANDROID,2026-06-30 00:00:00,0,0,0.18,2.5,0.0,0.0,0.0,72,0.0,Nacoes Shopping,NS
IPHONE,2026-06-30 00:00:00,0,0,0.04,2.67,0.0,0.0,0.0,15,0.0,Nacoes Shopping,NS
ANDROID,2026-07-01 00:00:00,0,0,56.19,1.99,0.0,0.0,0.0,28214,0.0,Nacoes Shopping,NS
IPHONE,2026-07-01 00:00:00,0,0,23.2,1.52,0.0,0.0,0.0,15264,0.0,Nacoes Shopping,NS
IPAD,2026-07-01 00:00:00,0,0,0.07,1.27,0.0,0.0,0.0,55,0.0,Nacoes Shopping,NS
ANDROID,2026-07-02 00:00:00,0,0,116.16,3.0,0.0,0.0,0.0,38738,0.0,Nacoes Shopping,NS
IPHONE,2026-07-02 00:00:00,0,0,57.59,2.43,0.0,0.0,0.0,23681,0.0,Nacoes Shopping,NS
IPAD,2026-07-02 00:00:00,0,0,0.33,3.55,0.0,0.0,0.0,93,0.0,Nacoes Shopping,NS
UNKNOWN,2026-07-03 00:00:00,0,0,0.02,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-07-03 00:00:00,0,0,107.57,3.13,0.0,0.0,0.0,34401,0.0,Nacoes Shopping,NS
IPHONE,2026-07-03 00:00:00,0,0,57.08,2.87,0.0,0.0,0.0,19863,0.0,Nacoes Shopping,NS
IPAD,2026-07-03 00:00:00,0,0,0.22,2.72,0.0,0.0,0.0,81,0.0,Nacoes Shopping,NS
UNKNOWN,2026-07-04 00:00:00,0,0,0.03,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-07-04 00:00:00,0,0,106.83,3.46,0.0,0.0,0.0,30867,0.0,Nacoes Shopping,NS
IPHONE,2026-07-04 00:00:00,0,0,56.48,3.2,0.0,0.0,0.0,17656,0.0,Nacoes Shopping,NS
IPAD,2026-07-04 00:00:00,0,0,0.19,2.47,0.0,0.0,0.0,77,0.0,Nacoes Shopping,NS
UNKNOWN,2026-07-05 00:00:00,0,0,0.02,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-07-05 00:00:00,0,0,58.52,4.58,0.0,0.0,0.0,12787,0.0,Nacoes Shopping,NS
IPHONE,2026-07-05 00:00:00,0,0,23.59,3.49,0.0,0.0,0.0,6758,0.0,Nacoes Shopping,NS
IPAD,2026-07-05 00:00:00,0,0,0.05,2.17,0.0,0.0,0.0,23,0.0,Nacoes Shopping,NS
UNKNOWN,2026-07-06 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-07-06 00:00:00,0,0,27.86,10.16,0.0,0.0,0.0,2743,0.0,Nacoes Shopping,NS
IPHONE,2026-07-06 00:00:00,0,0,4.51,6.26,0.0,0.0,0.0,721,0.0,Nacoes Shopping,NS
IPAD,2026-07-06 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,Nacoes Shopping,NS
ANDROID,2026-07-07 00:00:00,0,0,14.25,13.68,0.0,0.0,0.0,1042,0.0,Nacoes Shopping,NS
IPHONE,2026-07-07 00:00:00,0,0,2.05,6.53,0.0,0.0,0.0,314,0.0,Nacoes Shopping,NS
IPAD,2026-07-07 00:00:00,0,0,0.01,2.0,0.0,0.0,0.0,5,0.0,Nacoes Shopping,NS
ANDROID,2026-07-08 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
IPHONE,2026-07-08 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-07-09 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-07-10 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-07-11 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
IPHONE,2026-07-12 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
IPHONE,2026-07-13 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
IPHONE,2026-07-19 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-07-25 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-08-04 00:00:00,0,0,0.16,0.97,0.0,0.0,0.0,165,0.0,Nacoes Shopping,NS
IPHONE,2026-08-04 00:00:00,0,0,0.08,0.82,0.0,0.0,0.0,97,0.0,Nacoes Shopping,NS
IPAD,2026-08-04 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,2,0.0,Nacoes Shopping,NS
ANDROID,2026-08-05 00:00:00,0,28,33.25,1.88,0.0,0.16,0.0,17718,1.19,Nacoes Shopping,NS
IPHONE,2026-08-05 00:00:00,0,19,36.84,3.89,0.0,0.2,0.0,9469,1.94,Nacoes Shopping,NS
IPAD,2026-08-05 00:00:00,0,1,0.02,0.49,0.0,2.44,0.0,41,0.02,Nacoes Shopping,NS
UNKNOWN,2026-08-06 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-08-06 00:00:00,0,19,31.19,1.89,0.0,0.11,0.0,16539,1.64,Nacoes Shopping,NS
IPHONE,2026-08-06 00:00:00,0,19,15.01,1.83,0.0,0.23,0.0,8213,0.79,Nacoes Shopping,NS
IPAD,2026-08-06 00:00:00,0,0,0.05,1.67,0.0,0.0,0.0,30,0.0,Nacoes Shopping,NS
ANDROID,2026-08-07 00:00:00,0,25,28.87,1.87,0.0,0.16,0.0,15441,1.15,Nacoes Shopping,NS
IPHONE,2026-08-07 00:00:00,0,16,22.8,2.86,0.0,0.2,0.0,7984,1.43,Nacoes Shopping,NS
IPAD,2026-08-07 00:00:00,0,0,0.02,0.95,0.0,0.0,0.0,21,0.0,Nacoes Shopping,NS
ANDROID,2026-08-08 00:00:00,0,33,40.18,2.67,0.0,0.22,0.0,15035,1.22,Nacoes Shopping,NS
IPHONE,2026-08-08 00:00:00,0,24,24.64,3.2,0.0,0.31,0.0,7697,1.03,Nacoes Shopping,NS
IPAD,2026-08-08 00:00:00,0,0,0.05,1.35,0.0,0.0,0.0,37,0.0,Nacoes Shopping,NS
UNKNOWN,2026-08-09 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-08-09 00:00:00,0,41,38.89,2.6,0.0,0.27,0.0,14974,0.95,Nacoes Shopping,NS
IPHONE,2026-08-09 00:00:00,0,22,24.05,2.91,0.0,0.27,0.0,8267,1.09,Nacoes Shopping,NS
IPAD,2026-08-09 00:00:00,0,0,0.09,2.5,0.0,0.0,0.0,36,0.0,Nacoes Shopping,NS
ANDROID,2026-08-10 00:00:00,0,37,27.22,2.0,0.0,0.27,0.0,13605,0.74,Nacoes Shopping,NS
IPHONE,2026-08-10 00:00:00,0,19,37.65,4.67,0.0,0.24,0.0,8069,1.98,Nacoes Shopping,NS
IPAD,2026-08-10 00:00:00,0,0,0.11,3.24,0.0,0.0,0.0,34,0.0,Nacoes Shopping,NS
UNKNOWN,2026-08-11 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,Nacoes Shopping,NS
ANDROID,2026-08-11 00:00:00,0,37,27.62,2.05,0.0,0.27,0.0,13457,0.75,Nacoes Shopping,NS
IPHONE,2026-08-11 00:00:00,0,15,19.87,2.63,0.0,0.2,0.0,7547,1.32,Nacoes Shopping,NS
IPAD,2026-08-11 00:00:00,0,0,0.06,1.71,0.0,0.0,0.0,35,0.0,Nacoes Shopping,NS
UNKNOWN,2026-08-12 00:00:00,0,0,0.02,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-08-12 00:00:00,0,47,36.12,2.69,0.0,0.35,0.0,13413,0.77,Nacoes Shopping,NS
IPHONE,2026-08-12 00:00:00,0,17,15.03,2.13,0.0,0.24,0.0,7055,0.88,Nacoes Shopping,NS
IPAD,2026-08-12 00:00:00,0,0,0.14,3.59,0.0,0.0,0.0,39,0.0,Nacoes Shopping,NS
UNKNOWN,2026-08-13 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2026-08-13 00:00:00,0,28,36.41,3.15,0.0,0.24,0.0,11558,1.3,Nacoes Shopping,NS
IPHONE,2026-08-13 00:00:00,0,10,24.97,4.23,0.0,0.17,0.0,5906,2.5,Nacoes Shopping,NS
IPAD,2026-08-13 00:00:00,0,1,0.06,1.88,0.0,3.13,0.0,32,0.06,Nacoes Shopping,NS
