plataforma,campanha,impressoes,custo,video_p25,video_p50,video_p75,video_p100,video_2s,video_6s
TikTok Ads,Alcance | Giftcard ,5747,12.0,44.0,16.0,10.0,8.0,653.0,68.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,2650,11.51,253.0,138.0,92.0,65.0,1078.0,289.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,7031,26.2,218.0,82.0,53.0,29.0,311.0,65.0
TikTok Ads,TRAF - NATAL 25,5497,33.17,745.0,298.0,175.0,143.0,983.0,838.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,6903,44.71,2399.0,1917.0,1790.0,1501.0,2370.0,1900.0
TikTok Ads,ALC - NATAL 25,11709,38.42,431.0,154.0,96.0,67.0,557.0,130.0
TikTok Ads,Alcance | Giftcard ,4977,12.38,41.0,19.0,12.0,8.0,514.0,47.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,5280,11.89,77.0,30.0,21.0,9.0,448.0,107.0
TikTok Ads,ALC - NATAL 25 02,4780,12.75,58.0,21.0,11.0,6.0,219.0,52.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,17967,58.66,142.0,57.0,31.0,15.0,1112.0,230.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Visualizações de vídeo | Natal ,4552,17.44,1224.0,478.0,306.0,128.0,2408.0,1177.0
TikTok Ads,ALC - NATAL 25,9113,32.79,343.0,132.0,86.0,56.0,476.0,106.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,10621,38.74,132.0,41.0,25.0,13.0,515.0,114.0
TikTok Ads,ALC - BLACK FRIDAY - NS,3121,9.73,20.0,6.0,5.0,2.0,208.0,34.0
TikTok Ads,Visualizações de vídeo | Natal ,7963,23.05,2381.0,886.0,573.0,250.0,4447.0,2249.0
TikTok Ads,Alcance | Ritmi Mana Spolini,3832,9.17,35.0,19.0,10.0,2.0,283.0,102.0
TikTok Ads,TRAF - NATAL 25,5987,41.14,1606.0,1336.0,1252.0,1111.0,1635.0,1334.0
TikTok Ads,Alcance | Chillibeans Vini ,5559,11.51,78.0,35.0,16.0,7.0,507.0,104.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,3891,8.86,37.0,19.0,10.0,6.0,260.0,56.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,5095,32.63,2285.0,1950.0,1568.0,1409.0,2192.0,1899.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,3173,11.56,349.0,174.0,125.0,83.0,1443.0,369.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,5745,12.99,53.0,22.0,6.0,3.0,589.0,79.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,8013,27.19,264.0,108.0,55.0,35.0,376.0,87.0
TikTok Ads,ALC - NATAL 25 02,8077,32.27,89.0,26.0,19.0,12.0,390.0,73.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,6531,41.72,2702.0,2277.0,2140.0,1828.0,2686.0,2312.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Visualizações de vídeo | Natal ,6468,21.43,1980.0,761.0,477.0,207.0,3522.0,1845.0
TikTok Ads,ALC - NATAL 25,7915,29.1,277.0,105.0,59.0,47.0,385.0,83.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,3588,8.79,27.0,10.0,4.0,1.0,264.0,93.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,5039,33.22,2099.0,1761.0,1525.0,1327.0,2096.0,1773.0
TikTok Ads,TRAF - NATAL 25,7978,45.26,2811.0,2327.0,2133.0,1759.0,2826.0,2314.0
TikTok Ads,TRAF - NATAL 25,7122,29.65,1593.0,626.0,365.0,278.0,2016.0,1802.0
TikTok Ads,ALC - NATAL 25,9540,35.51,365.0,124.0,65.0,46.0,498.0,96.0
TikTok Ads,Alcance | Giftcard ,5821,13.28,43.0,20.0,9.0,7.0,675.0,52.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,3520,8.48,30.0,14.0,8.0,2.0,269.0,51.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,2464,10.36,212.0,111.0,82.0,53.0,1022.0,243.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,9241,32.26,310.0,116.0,57.0,41.0,436.0,85.0
TikTok Ads,Alcance | Giftcard ,5286,12.33,44.0,19.0,12.0,6.0,547.0,59.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,17149,46.17,311.0,114.0,51.0,35.0,796.0,166.0
TikTok Ads,ALC - NATAL 25 02,9565,36.8,138.0,56.0,28.0,21.0,483.0,93.0
TikTok Ads,Visualizações de vídeo | Natal ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,853,5.31,84.0,50.0,39.0,24.0,358.0,99.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,4371,9.45,46.0,25.0,10.0,5.0,431.0,158.0
TikTok Ads,TRAF - NATAL 25,7338,49.3,3590.0,2974.0,2779.0,2306.0,3553.0,3055.0
TikTok Ads,Alcance | Chillibeans Vini ,4298,9.63,41.0,18.0,8.0,5.0,299.0,55.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,5147,38.84,2479.0,2006.0,1702.0,1504.0,2439.0,2024.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,3539,9.15,35.0,17.0,6.0,5.0,297.0,107.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,9942,36.08,374.0,139.0,85.0,56.0,507.0,109.0
TikTok Ads,Visualizações de vídeo | Natal ,6921,23.01,2307.0,934.0,583.0,260.0,3997.0,2105.0
TikTok Ads,TRAF - NATAL 25,7092,41.89,2548.0,2056.0,1927.0,1699.0,2545.0,2120.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,2644,11.47,252.0,144.0,95.0,65.0,1002.0,267.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,6007,31.45,1499.0,747.0,514.0,394.0,1683.0,1588.0
TikTok Ads,ALC - BLACK FRIDAY - NS,22632,62.08,282.0,105.0,50.0,31.0,1124.0,222.0
TikTok Ads,Visualizações de vídeo | Natal ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,4060,9.55,50.0,14.0,5.0,0.0,450.0,171.0
TikTok Ads,ALC - NATAL 25,9752,36.17,347.0,132.0,83.0,56.0,467.0,110.0
TikTok Ads,TRAF - NATAL 25,4530,41.52,2266.0,1808.0,1717.0,1572.0,2228.0,1884.0
TikTok Ads,TRAF - NATAL 25,4912,33.02,1696.0,1207.0,881.0,751.0,1771.0,1394.0
TikTok Ads,ALC - NATAL 25,9006,32.54,342.0,134.0,77.0,47.0,471.0,103.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,3810,11.71,375.0,203.0,123.0,81.0,1627.0,433.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,16563,40.22,278.0,101.0,56.0,34.0,1253.0,249.0
TikTok Ads,ALC - NATAL 25 02,13120,40.07,31.0,9.0,5.0,3.0,145.0,31.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,15761,36.41,113.0,41.0,27.0,21.0,435.0,86.0
TikTok Ads,ALC - LEGUEIROS,6195,13.48,132.0,60.0,42.0,23.0,895.0,252.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,6611,30.66,1215.0,399.0,229.0,167.0,1417.0,1304.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,6906,14.58,199.0,98.0,59.0,26.0,1122.0,395.0
TikTok Ads,TRAF - NATAL 25,8111,31.57,1656.0,722.0,438.0,347.0,2186.0,1904.0
TikTok Ads,TRAF - NATAL 25,7348,37.77,1635.0,671.0,439.0,339.0,1996.0,1840.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,12651,36.63,48.0,17.0,13.0,6.0,225.0,55.0
TikTok Ads,ALC - LEGUEIROS,5769,9.24,95.0,39.0,27.0,16.0,818.0,219.0
TikTok Ads,ALC - LEGUEIROS,6726,16.83,284.0,132.0,88.0,42.0,1338.0,502.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,15027,41.95,169.0,56.0,35.0,18.0,630.0,133.0
TikTok Ads,ALC - LEGUEIROS,5864,12.48,175.0,89.0,53.0,26.0,929.0,305.0
TikTok Ads,TRAF - NATAL 25,8635,31.67,1356.0,571.0,326.0,223.0,1829.0,1638.0
TikTok Ads,TRAF - NATAL 25,9801,30.34,2067.0,853.0,489.0,387.0,2619.0,2311.0
TikTok Ads,TRAF - NATAL 25,9297,42.63,1878.0,740.0,513.0,405.0,2258.0,2053.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,15360,35.68,120.0,46.0,29.0,12.0,521.0,128.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,13809,37.12,56.0,18.0,11.0,7.0,272.0,56.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,6852,16.08,336.0,154.0,93.0,33.0,1497.0,584.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,5171,8.24,127.0,56.0,33.0,15.0,759.0,230.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,6175,36.93,1174.0,514.0,313.0,246.0,1365.0,1258.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,7226,21.63,1232.0,451.0,258.0,174.0,1501.0,1291.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,15837,35.41,82.0,25.0,14.0,8.0,438.0,96.0
TikTok Ads,ALC - NATAL 25 02,16266,40.28,305.0,106.0,63.0,34.0,1127.0,248.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,13838,36.96,52.0,19.0,10.0,4.0,226.0,52.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,6022,13.01,193.0,87.0,58.0,22.0,1011.0,344.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,7241,36.31,1397.0,597.0,379.0,301.0,1713.0,1557.0
TikTok Ads,ALC - LEGUEIROS,1442,2.48,30.0,10.0,2.0,1.0,205.0,66.0
TikTok Ads,ALC - LEGUEIROS,6417,15.6,313.0,144.0,87.0,40.0,1380.0,526.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,6894,32.62,1712.0,581.0,314.0,239.0,1953.0,1824.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,16599,39.76,282.0,98.0,53.0,28.0,1231.0,239.0
TikTok Ads,ALC - LEGUEIROS,5791,12.54,151.0,67.0,45.0,22.0,895.0,287.0
TikTok Ads,ALC - NATAL 25 02,16939,42.08,524.0,213.0,129.0,83.0,767.0,195.0
TikTok Ads,ALC - LEGUEIROS,5514,13.45,168.0,81.0,57.0,28.0,949.0,338.0
TikTok Ads,TRAF - NATAL 25,7310,44.89,1267.0,595.0,384.0,313.0,1555.0,1358.0
TikTok Ads,TRAF - NATAL 25,14,0.0,7.0,4.0,2.0,2.0,9.0,4.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,7958,32.71,1550.0,552.0,280.0,189.0,1784.0,1677.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,14250,37.33,32.0,16.0,8.0,6.0,155.0,33.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,14066,36.58,162.0,63.0,30.0,22.0,725.0,149.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,5535,11.78,193.0,90.0,50.0,20.0,1037.0,329.0
TikTok Ads,ALC - LEGUEIROS,4457,8.45,244.0,105.0,65.0,28.0,904.0,408.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,7114,41.71,1535.0,694.0,488.0,381.0,1854.0,1680.0
TikTok Ads,TRAF - NATAL 25,8762,29.28,1643.0,705.0,452.0,362.0,2009.0,1751.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,15104,37.83,70.0,30.0,17.0,13.0,293.0,71.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,13991,38.36,31.0,11.0,8.0,4.0,177.0,33.0
TikTok Ads,ALC - LEGUEIROS,6752,16.4,220.0,105.0,56.0,22.0,1127.0,375.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,15454,40.06,231.0,73.0,44.0,27.0,517.0,106.0
TikTok Ads,TRAF - NATAL 25,7636,40.66,2413.0,943.0,603.0,473.0,2809.0,2649.0
TikTok Ads,TRAF - NATAL 25,10969,38.17,2362.0,956.0,609.0,497.0,2930.0,2509.0
TikTok Ads,Tráfego - App instal - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,6509,11.58,127.0,49.0,27.0,17.0,913.0,230.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,6916,33.72,1203.0,418.0,244.0,183.0,1353.0,1288.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,16194,35.29,76.0,31.0,24.0,14.0,340.0,89.0
TikTok Ads,ALC - NATAL 25 02,17632,43.46,281.0,91.0,53.0,29.0,1222.0,260.0
TikTok Ads,ALC - LEGUEIROS,5807,13.91,121.0,55.0,28.0,7.0,799.0,224.0
TikTok Ads,ALC - LEGUEIROS,6311,15.2,151.0,73.0,45.0,12.0,920.0,282.0
TikTok Ads,TRAF - NATAL 25,11955,39.19,2635.0,1056.0,648.0,513.0,3241.0,2859.0
TikTok Ads,TRAF - NATAL 25,6626,37.65,1631.0,656.0,399.0,282.0,1875.0,1709.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,7024,37.46,1735.0,651.0,375.0,283.0,2051.0,1879.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,6668,15.03,233.0,107.0,68.0,31.0,1190.0,430.0
TikTok Ads,ALC - NATAL 25 02,12592,35.57,41.0,9.0,6.0,2.0,209.0,39.0
TikTok Ads,ALC - NATAL 25 02,14428,28.63,54.0,19.0,11.0,7.0,258.0,61.0
TikTok Ads,ALC - NATAL 25 02,15888,41.16,271.0,91.0,47.0,31.0,1201.0,235.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,5406,13.27,100.0,37.0,21.0,9.0,729.0,194.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,7987,31.97,1604.0,569.0,311.0,224.0,1964.0,1776.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,12367,37.05,48.0,13.0,8.0,6.0,248.0,65.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,6124,15.76,271.0,118.0,71.0,30.0,1251.0,510.0
TikTok Ads,ALC - NATAL 25 02,40,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TikTok Ads,ALC - NATAL 25 02,15393,41.64,246.0,80.0,43.0,24.0,1088.0,197.0
TikTok Ads,ALC - LEGUEIROS,6103,10.24,109.0,48.0,29.0,8.0,790.0,211.0
TikTok Ads,TRAF - NATAL 25,6881,34.21,1384.0,574.0,385.0,299.0,1707.0,1587.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,5834,32.01,1358.0,553.0,333.0,241.0,1631.0,1464.0
TikTok Ads,ALC - LEGUEIROS,5559,13.39,115.0,49.0,29.0,13.0,766.0,211.0
TikTok Ads,TRAF - NATAL 25,6566,34.39,1349.0,545.0,337.0,260.0,1523.0,1433.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,13792,38.64,33.0,14.0,9.0,4.0,142.0,31.0
TikTok Ads,TRAF - NATAL 25,11785,35.86,2078.0,738.0,399.0,303.0,2669.0,2223.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,15980,35.84,62.0,27.0,13.0,6.0,268.0,68.0
TikTok Ads,ALC - LEGUEIROS,6806,15.41,178.0,77.0,48.0,20.0,1073.0,330.0
TikTok Ads,ALC - LEGUEIROS,6569,16.61,316.0,141.0,84.0,30.0,1415.0,522.0
TikTok Ads,ALC - LEGUEIROS,5857,9.92,130.0,56.0,28.0,15.0,811.0,237.0
TikTok Ads,TRAF - NATAL 25,7224,32.3,1730.0,744.0,481.0,380.0,2158.0,1903.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,12568,35.72,2047.0,869.0,556.0,407.0,2576.0,2175.0
TikTok Ads,TRAF - NATAL 25,7554,37.82,1765.0,765.0,483.0,354.0,2287.0,2029.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,15932,40.82,306.0,111.0,55.0,29.0,1141.0,256.0
TikTok Ads,ALC - NATAL 25 02,15865,35.3,87.0,28.0,19.0,6.0,352.0,81.0
TikTok Ads,ALC - LEGUEIROS,6996,14.89,203.0,98.0,66.0,26.0,1095.0,359.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,8290,35.35,964.0,334.0,189.0,139.0,1112.0,1037.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,12795,39.8,27.0,11.0,4.0,2.0,131.0,34.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,8555,13.41,132.0,67.0,33.0,15.0,845.0,183.0
TikTok Ads,ALC - NATAL 25 02,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0
TikTok Ads,ALC - LIQUIDA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LIQUIDA,10382,19.54,183.0,90.0,60.0,45.0,413.0,86.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,7506,11.09,98.0,42.0,23.0,16.0,615.0,119.0
