campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,gender,shopping
Vilão Favorito,120237719928760402,LINK_CLICKS,2025-11-04,167725,79500,2.109748,2497,1.488746,0.291302,4.336742,727.38,1974.0,0,0.36848,636.0,0,1.143679,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2594.0,0,0.280409,125.0,0,0,2599.0,0,0.279869,0,0,0,0.0,0,0,0.0,0,0,889.0,448.0,315.0,259.0,,,,1974.0,female,BS
Vilão Favorito,120237719928760402,LINK_CLICKS,2025-11-04,69468,36953,1.879902,867,1.248057,0.308201,3.846519,267.21,739.0,0,0.361583,177.0,0,1.509661,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,954.0,0,0.280094,47.0,0,0,954.0,0,0.280094,0,0,0,0.0,0,0,0.0,0,0,318.0,162.0,115.0,93.0,,,,739.0,male,BS
Vilão Favorito,120237719928760402,LINK_CLICKS,2025-11-04,989,650,1.521538,14,1.415571,0.386429,5.470172,5.41,15.0,0,0.360667,7.0,0,0.772857,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17.0,0,0.318235,1.0,0,0,17.0,0,0.318235,0,0,0,0.0,0,0,0.0,0,0,1.0,,,,,,,15.0,unknown,BS
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2025-12-01,571316,236970,2.410921,1223,0.214067,0.588201,1.259146,719.37,697.0,0,1.032095,104.0,0,6.917019,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7816.0,0,0.092038,109.0,0,0,7818.0,0,0.092015,0,0,0,0.0,0,0,0.0,0,0,4661.0,1699.0,757.0,501.0,,,,677.0,female,BS
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2025-12-01,754097,288708,2.611971,1327,0.175972,0.726338,1.278151,963.85,751.0,0,1.283422,89.0,0,10.829775,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13039.0,0,0.073921,163.0,0,0,13041.0,0,0.073909,0,0,0,0.0,0,0,0.0,0,0,8308.0,2826.0,1421.0,901.0,,,,738.0,male,BS
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2025-12-01,5575,2404,2.319052,11,0.197309,0.65,1.282511,7.15,8.0,0,0.89375,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,63.0,0,0.113492,2.0,0,0,63.0,0,0.113492,0,0,0,0.0,0,0,0.0,0,0,41.0,11.0,4.0,4.0,,,,8.0,unknown,BS
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2025-12-01,250963,92051,2.726347,4886,1.946901,0.18984,3.696003,927.56,4339.0,0,0.213773,2048.0,0,0.45291,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12180.0,0,0.076154,426.0,0,0,12180.0,0,0.076154,0,0,0,0.0,0,0,0.0,0,0,3385.0,1626.0,1075.0,682.0,,,,4335.0,female,BS
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2025-12-01,265301,92088,2.880951,4392,1.655478,0.211464,3.500741,928.75,4042.0,0,0.229775,1463.0,0,0.634826,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8547.0,0,0.108664,336.0,0,0,8547.0,0,0.108664,0,0,0,0.0,0,0,0.0,0,0,1925.0,917.0,548.0,362.0,,,,4041.0,male,BS
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2025-12-01,1984,820,2.419512,20,1.008065,0.3625,3.654234,7.25,18.0,0,0.402778,7.0,0,1.035714,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,43.0,0,0.168605,1.0,0,0,43.0,0,0.168605,0,0,0,0.0,0,0,0.0,0,0,8.0,5.0,2.0,1.0,,,,18.0,unknown,BS
Video Campanha Jeep,120237337357090402,LINK_CLICKS,2025-12-01,596,581,1.025818,31,5.201342,0.256774,13.355705,7.96,20.0,0,0.398,13.0,0,0.612308,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,209.0,0,0.038086,4.0,0,0,209.0,0,0.038086,0,0,0,0.0,0,0,0.0,0,0,87.0,44.0,29.0,17.0,,,,20.0,female,BS
Video Campanha Jeep,120237337357090402,LINK_CLICKS,2025-12-01,216,210,1.028571,11,5.092593,0.289091,14.722222,3.18,7.0,0,0.454286,4.0,0,0.795,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,55.0,0,0.057818,1.0,0,0,55.0,0,0.057818,0,0,0,0.0,0,0,0.0,0,0,16.0,10.0,6.0,4.0,,,,7.0,male,BS
Video Campanha Jeep,120237337357090402,LINK_CLICKS,2025-12-01,6,6,1.0,0,0.0,0.0,6.666667,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.013333,0.0,0,0,3.0,0,0.013333,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,BS
ALC - Pet Day,120238799202670402,OUTCOME_AWARENESS,2025-12-01,143521,106274,1.350481,178,0.124024,1.478539,1.833739,263.18,134.0,0,1.96403,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,239.0,0,1.101172,6.0,0,0,239.0,0,1.101172,0,0,0,0.0,0,0,0.0,0,0,143.0,71.0,48.0,32.0,,,,0.0,female,BS
ALC - Pet Day,120238799202670402,OUTCOME_AWARENESS,2025-12-01,127983,100777,1.269962,117,0.091418,2.008291,1.835947,234.97,100.0,0,2.3497,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,222.0,0,1.058423,5.0,0,0,222.0,0,1.058423,0,0,0,0.0,0,0,0.0,0,0,183.0,88.0,48.0,32.0,,,,0.0,male,BS
ALC - Pet Day,120238799202670402,OUTCOME_AWARENESS,2025-12-01,1024,819,1.250305,4,0.390625,0.4625,1.806641,1.85,4.0,0,0.4625,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.4625,0.0,0,0,4.0,0,0.4625,0,0,0,0.0,0,0,0.0,0,0,1.0,,,,,,,1.0,unknown,BS
ALC - Encontro com personagens,120238799625500402,OUTCOME_AWARENESS,2025-12-01,150337,102621,1.464973,202,0.134365,1.333713,1.792041,269.41,166.0,0,1.622952,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,216.0,0,1.247269,6.0,0,0,216.0,0,1.247269,0,0,0,0.0,0,0,0.0,0,0,118.0,43.0,32.0,19.0,,,,0.0,female,BS
ALC - Encontro com personagens,120238799625500402,OUTCOME_AWARENESS,2025-12-01,127704,91938,1.389023,164,0.128422,1.39628,1.793131,228.99,131.0,0,1.748015,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,177.0,0,1.293729,11.0,0,0,177.0,0,1.293729,0,0,0,0.0,0,0,0.0,0,0,89.0,38.0,29.0,22.0,,,,0.0,male,BS
ALC - Encontro com personagens,120238799625500402,OUTCOME_AWARENESS,2025-12-01,986,703,1.40256,2,0.20284,0.8,1.622718,1.6,2.0,0,0.8,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,0.8,0.0,0,0,2.0,0,0.8,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,BS
ENG - PANETONE,120238800303500402,OUTCOME_ENGAGEMENT,2025-12-01,44616,28041,1.591099,129,0.289134,1.675736,4.845123,216.17,79.0,0,2.736329,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16994.0,0,0.01272,79.0,0,0,16994.0,0,0.01272,0,0,0,0.0,0,0,0.0,0,0,12654.0,6496.0,5013.0,2317.0,,,,34.0,female,BS
ENG - PANETONE,120238800303500402,OUTCOME_ENGAGEMENT,2025-12-01,6086,3891,1.564122,12,0.197174,2.755833,5.433782,33.07,3.0,0,11.023333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1985.0,0,0.01666,9.0,0,0,1985.0,0,0.01666,0,0,0,0.0,0,0,0.0,0,0,1515.0,888.0,715.0,280.0,,,,3.0,male,BS
ENG - PANETONE,120238800303500402,OUTCOME_ENGAGEMENT,2025-12-01,169,102,1.656863,0,0.0,0.0,4.319527,0.73,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,45.0,0,0.016222,0.0,0,0,45.0,0,0.016222,0,0,0,0.0,0,0,0.0,0,0,33.0,18.0,14.0,6.0,,,,0.0,unknown,BS
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-01,305136,195045,1.564439,493,0.161567,0.475254,0.767854,234.3,275.0,0,0.852,43.0,0,5.448837,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5487.0,0,0.042701,57.0,0,0,5487.0,0,0.042701,0,0,0,0.0,0,0,0.0,0,0,4044.0,1639.0,749.0,491.0,,,,252.0,female,BS
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-01,411416,242384,1.697373,502,0.122018,0.63988,0.780767,321.22,266.0,0,1.207594,37.0,0,8.681622,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10186.0,0,0.031535,96.0,0,0,10186.0,0,0.031535,0,0,0,0.0,0,0,0.0,0,0,8761.0,3008.0,1430.0,926.0,,,,249.0,male,BS
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-01,3430,2110,1.625592,6,0.174927,0.48,0.83965,2.88,2.0,0,1.44,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,59.0,0,0.048814,0.0,0,0,59.0,0,0.048814,0,0,0,0.0,0,0,0.0,0,0,56.0,27.0,14.0,9.0,,,,2.0,unknown,BS
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-01,97848,52244,1.872904,2302,2.352629,0.118584,2.789837,272.98,1978.0,0,0.138008,1059.0,0,0.257771,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9656.0,0,0.028271,150.0,0,0,9656.0,0,0.028271,0,0,0,0.0,0,0,0.0,0,0,3335.0,1589.0,994.0,640.0,,,,1978.0,female,BS
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-01,78512,44180,1.777094,1907,2.428928,0.128013,3.109334,244.12,1748.0,0,0.139657,459.0,0,0.531852,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6125.0,0,0.039856,111.0,0,0,6125.0,0,0.039856,0,0,0,0.0,0,0,0.0,0,0,1867.0,847.0,492.0,308.0,,,,1747.0,male,BS
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-01,787,461,1.707158,18,2.287166,0.148333,3.39263,2.67,16.0,0,0.166875,2.0,0,1.335,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,34.0,0,0.078529,1.0,0,0,34.0,0,0.078529,0,0,0,0.0,0,0,0.0,0,0,8.0,4.0,,,,,,16.0,unknown,BS
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-01,34901,25023,1.394757,68,0.194837,0.489853,0.954414,33.31,43.0,0,0.774651,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,51.0,0,0.653137,8.0,0,0,51.0,0,0.653137,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,43.0,female,BS
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-01,48852,34221,1.427544,79,0.161713,0.597468,0.966184,47.2,42.0,0,1.12381,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,50.0,0,0.944,8.0,0,0,50.0,0,0.944,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,42.0,male,BS
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-01,397,272,1.459559,0,0.0,0.0,1.007557,0.4,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,BS
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-01,804911,434548,1.852295,823,0.102247,1.919648,1.962788,1579.87,615.0,0,2.568894,335.0,0,4.71603,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19786.0,0,0.079848,77.0,0,0,19786.0,0,0.079848,0,0,0,0.0,0,0,0.0,0,0,14699.0,6437.0,4004.0,2966.0,,,,607.0,female,BS
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-01,716403,383336,1.868864,603,0.084171,2.322007,1.954445,1400.17,444.0,0,3.153536,203.0,0,6.897389,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,18693.0,0,0.074903,69.0,0,0,18693.0,0,0.074903,0,0,0,0.0,0,0,0.0,0,0,14007.0,5991.0,3595.0,2585.0,,,,436.0,male,BS
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-01,10288,5733,1.794523,12,0.116641,1.660833,1.937208,19.93,5.0,0,3.986,3.0,0,6.643333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,261.0,0,0.07636,4.0,0,0,261.0,0,0.07636,0,0,0,0.0,0,0,0.0,0,0,195.0,86.0,52.0,37.0,,,,5.0,unknown,BS
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-01-01,282364,170701,1.654144,271,0.095975,1.161845,1.115085,314.86,187.0,0,1.683743,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8184.0,0,0.038473,41.0,0,0,8184.0,0,0.038473,0,0,0,0.0,0,0,0.0,0,0,1892.0,340.0,183.0,119.0,,,,0.0,female,BS
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-01-01,205392,120629,1.702675,183,0.089098,1.263552,1.125798,231.23,137.0,0,1.68781,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6054.0,0,0.038195,15.0,0,0,6054.0,0,0.038195,0,0,0,0.0,0,0,0.0,0,0,1309.0,291.0,159.0,107.0,,,,0.0,male,BS
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-01-01,1498,936,1.600427,1,0.066756,1.85,1.23498,1.85,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,46.0,0,0.040217,1.0,0,0,46.0,0,0.040217,0,0,0,0.0,0,0,0.0,0,0,10.0,2.0,1.0,,,,,0.0,unknown,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-01-01,357531,157215,2.274153,91,0.025452,4.677692,1.190582,425.67,2.0,0,212.835,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2446.0,0,0.174027,22.0,0,0,2446.0,0,0.174027,0,0,0,0.0,0,0,0.0,0,0,10107.0,3148.0,1789.0,1260.0,,,,0.0,female,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-01-01,309025,142485,2.168825,61,0.01974,6.065738,1.197346,370.01,5.0,0,74.002,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2051.0,0,0.180405,32.0,0,0,2051.0,0,0.180405,0,0,0,0.0,0,0,0.0,0,0,8952.0,2542.0,1516.0,1094.0,,,,1.0,male,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-01-01,2844,1483,1.917734,0,0.0,0.0,1.25879,3.58,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.4475,0.0,0,0,8.0,0,0.4475,0,0,0,0.0,0,0,0.0,0,0,63.0,15.0,5.0,2.0,,,,0.0,unknown,BS
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,28989,28388,1.021171,15,0.051744,1.376,0.711994,20.64,12.0,0,1.72,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,301.0,0,0.068571,2.0,0,0,301.0,0,0.068571,0,0,0,0.0,0,0,0.0,0,0,72.0,9.0,5.0,4.0,,,,0.0,female,BS
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,24709,24552,1.006395,9,0.036424,1.871111,0.681533,16.84,6.0,0,2.806667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,222.0,0,0.075856,1.0,0,0,222.0,0,0.075856,0,0,0,0.0,0,0,0.0,0,0,56.0,10.0,7.0,6.0,,,,0.0,male,BS
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,166,163,1.018405,0,0.0,0.0,0.421687,0.07,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.023333,0.0,0,0,3.0,0,0.023333,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,26977,26850,1.00473,13,0.048189,2.026154,0.976387,26.34,1.0,0,26.34,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,339.0,0,0.077699,6.0,0,0,339.0,0,0.077699,0,0,0,0.0,0,0,0.0,0,0,1395.0,416.0,254.0,179.0,,,,0.0,female,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,28729,27330,1.051189,17,0.059174,1.605294,0.949911,27.29,2.0,0,13.645,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,280.0,0,0.097464,5.0,0,0,280.0,0,0.097464,0,0,0,0.0,0,0,0.0,0,0,1396.0,343.0,205.0,150.0,,,,0.0,male,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,182,172,1.05814,0,0.0,0.0,1.043956,0.19,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.0475,0.0,0,0,4.0,0,0.0475,0,0,0,0.0,0,0,0.0,0,0,14.0,5.0,4.0,2.0,,,,0.0,unknown,BS
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-02,177101,131528,1.346489,151,0.085262,1.229205,1.048046,185.61,108.0,0,1.718611,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2341.0,0,0.079287,14.0,0,0,2341.0,0,0.079287,0,0,0,0.0,0,0,0.0,0,0,553.0,108.0,38.0,21.0,,,,17.0,female,BS
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-02,130500,100123,1.303397,112,0.085824,1.196875,1.027203,134.05,80.0,0,1.675625,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1747.0,0,0.076732,14.0,0,0,1747.0,0,0.076732,0,0,0,0.0,0,0,0.0,0,0,380.0,83.0,35.0,25.0,,,,10.0,male,BS
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-02,937,709,1.32158,0,0.0,0.0,1.173959,1.1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,0,0.157143,0.0,0,0,7.0,0,0.157143,0,0,0,0.0,0,0,0.0,0,0,1.0,,,,,,,0.0,unknown,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-02,437432,213166,2.052072,178,0.040692,2.727135,1.109727,485.43,8.0,0,60.67875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4009.0,0,0.121085,66.0,0,0,4009.0,0,0.121085,0,0,0,0.0,0,0,0.0,0,0,22381.0,5228.0,2824.0,1922.0,,,,2.0,female,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-02,473853,226861,2.088737,224,0.047272,2.331116,1.101966,522.17,50.0,0,10.4434,1.0,0,522.17,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4181.0,0,0.124891,85.0,0,0,4181.0,0,0.124891,0,0,0,0.0,0,0,0.0,0,0,28005.0,5397.0,3003.0,2091.0,,,,1.0,male,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-02,3937,1891,2.081967,1,0.0254,4.31,1.094742,4.31,1.0,0,4.31,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,37.0,0,0.116486,0.0,0,0,37.0,0,0.116486,0,0,0,0.0,0,0,0.0,0,0,264.0,41.0,27.0,19.0,,,,0.0,unknown,BS
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-02,182892,120231,1.521172,344,0.188089,0.653605,1.229359,224.84,237.0,0,0.948692,85.0,0,2.645176,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,264.0,0,0.851667,19.0,0,0,264.0,0,0.851667,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,163.0,female,BS
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-02,225385,149146,1.51117,190,0.0843,1.433842,1.208732,272.43,108.0,0,2.5225,31.0,0,8.788065,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,133.0,0,2.048346,21.0,0,0,133.0,0,2.048346,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,72.0,male,BS
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-02,2082,1358,1.533137,3,0.144092,0.833333,1.200768,2.5,2.0,0,1.25,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,1.25,0.0,0,0,2.0,0,1.25,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,1.0,unknown,BS
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-02,170921,82597,2.069337,209,0.122279,0.964019,1.17879,201.48,109.0,0,1.84844,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,606.0,0,0.332475,26.0,0,0,606.0,0,0.332475,0,0,0,0.0,0,0,0.0,0,0,287.0,128.0,53.0,41.0,,,,19.0,female,BS
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-02,220918,99696,2.215916,175,0.079215,1.486286,1.17736,260.1,66.0,0,3.940909,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,544.0,0,0.478125,53.0,0,0,544.0,0,0.478125,0,0,0,0.0,0,0,0.0,0,0,239.0,95.0,44.0,27.0,,,,13.0,male,BS
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-02,1759,756,2.32672,3,0.170551,0.74,1.262081,2.22,2.0,0,1.11,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,0.444,1.0,0,0,5.0,0,0.444,0,0,0,0.0,0,0,0.0,0,0,1.0,,,,,,,0.0,unknown,BS
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-02,694308,439965,1.578098,1509,0.217339,0.7167,1.557666,1081.5,924.0,0,1.170455,232.0,0,4.661638,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,48458.0,0,0.022318,220.0,0,0,48421.0,0,0.022335,0,0,0,0.0,0,0,0.0,0,0,12426.0,5215.0,2134.0,1298.0,,,,617.0,female,BS
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-02,584160,389013,1.501646,1136,0.194467,0.801734,1.559111,910.77,674.0,0,1.351291,195.0,0,4.670615,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,43007.0,0,0.021177,161.0,0,0,42986.0,0,0.021188,0,0,0,0.0,0,0,0.0,0,0,10400.0,4158.0,1854.0,1287.0,,,,494.0,male,BS
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-02,4725,3153,1.498573,6,0.126984,1.288333,1.635979,7.73,3.0,0,2.576667,2.0,0,3.865,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,280.0,0,0.027607,1.0,0,0,280.0,0,0.027607,0,0,0,0.0,0,0,0.0,0,0,64.0,19.0,9.0,6.0,,,,3.0,unknown,BS
TRAF - ARENA SUMMER VIBES SEPHORA,120241256148390402,LINK_CLICKS,2026-02-02,671223,469439,1.429841,819,0.122016,0.866178,1.056877,709.4,696.0,0,1.019253,301.0,0,2.356811,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5769.0,0,0.122968,7.0,0,0,5769.0,0,0.122968,0,0,0,0.0,0,0,0.0,0,0,5810.0,2787.0,1832.0,1441.0,,,,695.0,female,BS
TRAF - ARENA SUMMER VIBES SEPHORA,120241256148390402,LINK_CLICKS,2026-02-02,306366,185792,1.648973,320,0.10445,0.902938,0.94312,288.94,259.0,0,1.115598,108.0,0,2.67537,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1752.0,0,0.16492,5.0,0,0,1752.0,0,0.16492,0,0,0,0.0,0,0,0.0,0,0,1646.0,786.0,497.0,381.0,,,,259.0,male,BS
TRAF - ARENA SUMMER VIBES SEPHORA,120241256148390402,LINK_CLICKS,2026-02-02,1599,1119,1.428954,0,0.0,0.0,1.038149,1.66,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12.0,0,0.138333,0.0,0,0,12.0,0,0.138333,0,0,0,0.0,0,0,0.0,0,0,15.0,9.0,4.0,3.0,,,,0.0,unknown,BS
