campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,hourly_stats_aggregated_by_advertiser_time_zone,shopping
ALC - GASTRONOMIA - BS,120242410811390402,OUTCOME_AWARENESS,2026-03-01,130200,0,0.0,140,0.107527,1.250429,1.344547,175.06,101.0,0,1.733267,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,24.0,0,7.294167,0,0,0,114.0,0,1.535614,13.0,0,0,114.0,0,1.535614,0,0,0,0.0,0,0,144.0,0,0,,,,26.0,11:00:00 - 11:59:59,BS
ALC - MINI DAY SPA,120242455605130402,OUTCOME_AWARENESS,2026-03-01,13629,0,0.0,20,0.146746,0.9675,1.419767,19.35,13.0,0,1.488462,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,3.0,0,6.45,0,0,0,1017.0,0,0.019027,2.0,0,0,1017.0,0,0.019027,0,0,0,0.0,0,0,6.0,0,0,,,,0.0,11:00:00 - 11:59:59,BS
ALC - UNIZUSHI + DULADU,120242554636430402,OUTCOME_AWARENESS,2026-03-01,36223,0,0.0,45,0.12423,1.044222,1.297242,46.99,25.0,0,1.8796,15.0,0,3.132667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1455.0,0,0.032296,5.0,0,0,1455.0,0,0.032296,0,0,0,0.0,0,0,0.0,0,0,,,,25.0,11:00:00 - 11:59:59,BS
ALC - PASSAPORTE ELAS,120242577698480402,OUTCOME_AWARENESS,2026-03-01,25773,0,0.0,51,0.197882,0.749412,1.482947,38.22,46.0,0,0.83087,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,11.0,0,3.474545,0,0,0,47.0,0,0.813191,1.0,0,0,47.0,0,0.813191,0,0,0,0.0,0,0,51.0,0,0,,,,46.0,11:00:00 - 11:59:59,BS
ALC - Heroínas do K-pop,120243021110970402,OUTCOME_AWARENESS,2026-03-01,54641,0,0.0,95,0.173862,0.966737,1.680789,91.84,66.0,0,1.391515,10.0,0,9.184,3.0,0,30.613333,0,0,0,0,0,0,13.0,0,7.064615,0,0,0,84.0,0,1.093333,11.0,0,0,84.0,0,1.093333,0,0,0,3.0,0,0,95.0,0,0,,,,32.0,11:00:00 - 11:59:59,BS
ALC - PROMO IPHONE,120243347374580402,OUTCOME_AWARENESS,2026-03-01,19069,0,0.0,11,0.057685,2.665455,1.537574,29.32,8.0,0,3.665,0.0,0,0.0,1.0,0,29.32,0,0,0,0,0,0,4.0,0,7.33,0,0,0,125.0,0,0.23456,3.0,0,0,125.0,0,0.23456,0,0,0,1.0,0,0,32.0,0,0,,,,4.0,11:00:00 - 11:59:59,BS
ALC - A casa mágica da Gabby,120243428312700402,OUTCOME_AWARENESS,2026-03-01,8369,0,0.0,8,0.095591,1.57,1.500777,12.56,4.0,0,3.14,1.0,0,12.56,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,3.14,0.0,0,0,4.0,0,3.14,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,11:00:00 - 11:59:59,BS
ALC - Programação para os pequenos no fds,120243505357570402,OUTCOME_AWARENESS,2026-03-01,1159,0,0.0,1,0.086281,1.58,1.363244,1.58,1.0,0,1.58,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,2.0,0,0.79,0,0,0,1.0,0,1.58,0.0,0,0,1.0,0,1.58,0,0,0,0.0,0,0,10.0,0,0,,,,0.0,11:00:00 - 11:59:59,BS
ALC - UNIZUSHI + DULADU,120242554636430402,OUTCOME_AWARENESS,2026-04-01,35133,0,0.0,58,0.165087,0.729483,1.204281,42.31,38.0,0,1.113421,11.0,0,3.846364,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1087.0,0,0.038924,5.0,0,0,1087.0,0,0.038924,0,0,0,0.0,0,0,0.0,0,0,,,,18.0,11:00:00 - 11:59:59,BS
ALC - PROMO IPHONE,120243347374580402,OUTCOME_AWARENESS,2026-04-01,71353,0,0.0,38,0.053256,2.464737,1.312629,93.66,15.0,0,6.244,0.0,0,0.0,2.0,0,46.83,0,0,0,0,0,0,55.0,0,1.702909,0,0,0,551.0,0,0.169982,11.0,0,0,551.0,0,0.169982,0,0,0,2.0,0,0,153.0,0,0,,,,8.0,11:00:00 - 11:59:59,BS
TRAF - IPHONE,120244150237280402,LINK_CLICKS,2026-04-01,5043,0,0.0,139,2.756296,0.203741,5.615705,28.32,142.0,0,0.199437,31.0,0,0.913548,1.0,0,28.32,0,0,0,0,0,0,17.0,0,1.665882,0,0,0,181.0,0,0.156464,6.0,0,0,181.0,0,0.156464,0,0,0,1.0,0,0,60.0,0,0,,,,142.0,11:00:00 - 11:59:59,BS
ALC -  New in: Louen,120244275580200402,OUTCOME_AWARENESS,2026-04-01,8496,0,0.0,7,0.082392,1.488571,1.22646,10.42,7.0,0,1.488571,1.0,0,10.42,0.0,0,0.0,0,0,0,0,0,0,3.0,0,3.473333,0,0,0,7.0,0,1.488571,0.0,0,0,7.0,0,1.488571,0,0,0,0.0,0,0,25.0,0,0,,,,1.0,11:00:00 - 11:59:59,BS
ALC - Orion Verso,120244275602510402,OUTCOME_AWARENESS,2026-04-01,4533,0,0.0,5,0.110302,1.136,1.253033,5.68,2.0,0,2.84,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,3.0,0,1.893333,0,0,0,2.0,0,2.84,0.0,0,0,2.0,0,2.84,0,0,0,0.0,0,0,10.0,0,0,,,,0.0,11:00:00 - 11:59:59,BS
ALC | A menina mágica,120245113213580402,OUTCOME_AWARENESS,2026-04-01,2844,0,0.0,3,0.105485,1.193333,1.25879,3.58,2.0,0,1.79,1.0,0,3.58,0.0,0,0.0,0,0,0,0,0,0,2.0,0,1.79,0,0,0,2.0,0,1.79,0.0,0,0,2.0,0,1.79,0,0,0,0.0,0,0,7.0,0,0,,,,2.0,11:00:00 - 11:59:59,BS
ALC - Golden,120245123572570402,OUTCOME_AWARENESS,2026-04-01,16560,0,0.0,18,0.108696,1.432222,1.556763,25.78,11.0,0,2.343636,0.0,0,0.0,3.0,0,8.593333,0,0,0,0,0,0,24.0,0,1.074167,0,0,0,695.0,0,0.037094,2.0,0,0,695.0,0,0.037094,0,0,0,3.0,0,0,42.0,0,0,,,,0.0,11:00:00 - 11:59:59,BS
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-05,12408,0,0.0,9,0.072534,1.543333,1.119439,13.89,7.0,0,1.984286,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,225.0,0,0.061733,1.0,0,0,225.0,0,0.061733,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,12:00:00 - 12:59:59,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-05,45201,0,0.0,21,0.046459,2.42,1.124311,50.82,3.0,0,16.94,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,325.0,0,0.156369,6.0,0,0,325.0,0,0.156369,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,12:00:00 - 12:59:59,BS
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-05,19401,0,0.0,26,0.134014,0.909615,1.219009,23.65,16.0,0,1.478125,6.0,0,3.941667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19.0,0,1.244737,2.0,0,0,19.0,0,1.244737,0,0,0,0.0,0,0,0.0,0,0,,,,10.0,12:00:00 - 12:59:59,BS
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-05,18925,0,0.0,8,0.042272,2.7925,1.180449,22.34,3.0,0,7.446667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,49.0,0,0.455918,1.0,0,0,49.0,0,0.455918,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,12:00:00 - 12:59:59,BS
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-05,34840,0,0.0,81,0.232491,0.676049,1.571757,54.76,47.0,0,1.165106,17.0,0,3.221176,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2953.0,0,0.018544,12.0,0,0,2953.0,0,0.018544,0,0,0,0.0,0,0,0.0,0,0,,,,33.0,12:00:00 - 12:59:59,BS
TRAF - ARENA SUMMER VIBES SEPHORA,120241256148390402,LINK_CLICKS,2026-02-05,47017,0,0.0,75,0.159517,0.735333,1.17298,55.15,58.0,0,0.950862,27.0,0,2.042593,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,327.0,0,0.168654,1.0,0,0,327.0,0,0.168654,0,0,0,0.0,0,0,0.0,0,0,,,,58.0,12:00:00 - 12:59:59,BS
ALC - Carnaval Kids,120241264649820402,OUTCOME_AWARENESS,2026-02-05,89297,0,0.0,114,0.127664,1.03614,1.322777,118.12,88.0,0,1.342273,36.0,0,3.281111,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,99.0,0,1.193131,11.0,0,0,99.0,0,1.193131,0,0,0,0.0,0,0,0.0,0,0,,,,86.0,12:00:00 - 12:59:59,BS
TRAF - Carnaval,120241501677080402,LINK_CLICKS,2026-02-05,10087,0,0.0,152,1.50689,0.218684,3.295331,33.24,132.0,0,0.251818,48.0,0,0.6925,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,137.0,0,0.242628,4.0,0,0,137.0,0,0.242628,0,0,0,0.0,0,0,0.0,0,0,,,,88.0,12:00:00 - 12:59:59,BS
ALC - Ghibli Fest,120242067064510402,OUTCOME_AWARENESS,2026-02-05,5677,0,0.0,8,0.14092,0.83625,1.178439,6.69,3.0,0,2.23,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,2.23,0.0,0,0,3.0,0,2.23,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,12:00:00 - 12:59:59,BS
ALC - Moda Feminina | Verão - AON,120242067169520402,OUTCOME_AWARENESS,2026-02-05,7645,0,0.0,5,0.065402,1.894,1.238718,9.47,4.0,0,2.3675,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,1.894,0.0,0,0,5.0,0,1.894,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,12:00:00 - 12:59:59,BS
ALC - Moda Masculina - AON,120242067335900402,OUTCOME_AWARENESS,2026-02-05,5316,0,0.0,2,0.037622,3.345,1.258465,6.69,1.0,0,6.69,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,136.0,0,0.049191,1.0,0,0,136.0,0,0.049191,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,12:00:00 - 12:59:59,BS
ALC - Lojas Corredor Zara,120242067408940402,OUTCOME_AWARENESS,2026-02-05,6325,0,0.0,5,0.079051,1.48,1.16996,7.4,3.0,0,2.466667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,281.0,0,0.026335,1.0,0,0,281.0,0,0.026335,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,12:00:00 - 12:59:59,BS
ALC - Ghibli Fest,120242067064510402,OUTCOME_AWARENESS,2026-03-01,2932,0,0.0,1,0.034106,2.8,0.95498,2.8,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,1.0,0,2.8,0,0,0,1.0,0,2.8,1.0,0,0,1.0,0,2.8,0,0,0,0.0,0,0,7.0,0,0,,,,0.0,12:00:00 - 12:59:59,BS
ALC - Moda Feminina | Verão - AON,120242067169520402,OUTCOME_AWARENESS,2026-03-01,34683,0,0.0,20,0.057665,1.999,1.152726,39.98,13.0,0,3.075385,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,43.0,0,0.929767,2.0,0,0,43.0,0,0.929767,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,12:00:00 - 12:59:59,BS
ALC - Moda Masculina - AON,120242067335900402,OUTCOME_AWARENESS,2026-03-01,26512,0,0.0,22,0.082981,1.515455,1.257544,33.34,14.0,0,2.381429,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,6.0,0,5.556667,0,0,0,287.0,0,0.116167,6.0,0,0,287.0,0,0.116167,0,0,0,0.0,0,0,22.0,0,0,,,,4.0,12:00:00 - 12:59:59,BS
ALC - Lojas Corredor Zara,120242067408940402,OUTCOME_AWARENESS,2026-03-01,27410,0,0.0,25,0.091208,1.2952,1.181321,32.38,13.0,0,2.490769,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,11.0,0,2.943636,0,0,0,1470.0,0,0.022027,4.0,0,0,1470.0,0,0.022027,0,0,0,0.0,0,0,31.0,0,0,,,,0.0,12:00:00 - 12:59:59,BS
ALC - GASTRONOMIA - BS,120242410811390402,OUTCOME_AWARENESS,2026-03-01,166625,0,0.0,140,0.084021,1.580571,1.328012,221.28,92.0,0,2.405217,0.0,0,0.0,1.0,0,221.28,0,0,0,0,0,0,16.0,0,13.83,0,0,0,111.0,0,1.993514,19.0,0,0,111.0,0,1.993514,0,0,0,1.0,0,0,90.0,0,0,,,,28.0,12:00:00 - 12:59:59,BS
ALC - MINI DAY SPA,120242455605130402,OUTCOME_AWARENESS,2026-03-01,19047,0,0.0,25,0.131254,1.0984,1.441697,27.46,16.0,0,1.71625,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,2.0,0,13.73,0,0,0,1391.0,0,0.019741,6.0,0,0,1391.0,0,0.019741,0,0,0,0.0,0,0,4.0,0,0,,,,0.0,12:00:00 - 12:59:59,BS
ALC - UNIZUSHI + DULADU,120242554636430402,OUTCOME_AWARENESS,2026-03-01,44255,0,0.0,36,0.081347,1.603611,1.304485,57.73,22.0,0,2.624091,11.0,0,5.248182,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1812.0,0,0.03186,1.0,0,0,1812.0,0,0.03186,0,0,0,0.0,0,0,0.0,0,0,,,,21.0,12:00:00 - 12:59:59,BS
ALC - PASSAPORTE ELAS,120242577698480402,OUTCOME_AWARENESS,2026-03-01,26525,0,0.0,48,0.180961,0.813542,1.472196,39.05,39.0,0,1.001282,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,10.0,0,3.905,0,0,0,41.0,0,0.952439,2.0,0,0,41.0,0,0.952439,0,0,0,0.0,0,0,36.0,0,0,,,,39.0,12:00:00 - 12:59:59,BS
ALC - Heroínas do K-pop,120243021110970402,OUTCOME_AWARENESS,2026-03-01,87823,0,0.0,111,0.126391,1.268739,1.603566,140.83,79.0,0,1.782658,14.0,0,10.059286,1.0,0,140.83,0,0,0,0,0,0,15.0,0,9.388667,0,0,0,93.0,0,1.514301,11.0,0,0,93.0,0,1.514301,0,0,0,1.0,0,0,121.0,0,0,,,,38.0,12:00:00 - 12:59:59,BS
ALC - PROMO IPHONE,120243347374580402,OUTCOME_AWARENESS,2026-03-01,25161,0,0.0,21,0.083463,1.821905,1.520607,38.26,13.0,0,2.943077,2.0,0,19.13,1.0,0,38.26,0,0,0,0,0,0,5.0,0,7.652,0,0,0,156.0,0,0.245256,4.0,0,0,156.0,0,0.245256,0,0,0,1.0,0,0,49.0,0,0,,,,11.0,12:00:00 - 12:59:59,BS
ALC - A casa mágica da Gabby,120243428312700402,OUTCOME_AWARENESS,2026-03-01,10205,0,0.0,12,0.117589,1.315833,1.547281,15.79,10.0,0,1.579,4.0,0,3.9475,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,1.579,0.0,0,0,10.0,0,1.579,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,12:00:00 - 12:59:59,BS
ALC - Programação para os pequenos no fds,120243505357570402,OUTCOME_AWARENESS,2026-03-01,1060,0,0.0,0,0.0,0.0,1.283019,1.36,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,2.0,0,0.68,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,7.0,0,0,,,,0.0,12:00:00 - 12:59:59,BS
ALC - UNIZUSHI + DULADU,120242554636430402,OUTCOME_AWARENESS,2026-04-01,48394,0,0.0,61,0.126049,0.918689,1.157995,56.04,43.0,0,1.303256,10.0,0,5.604,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1432.0,0,0.039134,4.0,0,0,1432.0,0,0.039134,0,0,0,0.0,0,0,0.0,0,0,,,,18.0,12:00:00 - 12:59:59,BS
ALC - PROMO IPHONE,120243347374580402,OUTCOME_AWARENESS,2026-04-01,94799,0,0.0,55,0.058017,2.267636,1.315626,124.72,20.0,0,6.236,0.0,0,0.0,1.0,0,124.72,0,0,0,0,0,0,65.0,0,1.918769,0,0,0,757.0,0,0.164756,11.0,0,0,757.0,0,0.164756,0,0,0,1.0,0,0,197.0,0,0,,,,7.0,12:00:00 - 12:59:59,BS
TRAF - IPHONE,120244150237280402,LINK_CLICKS,2026-04-01,7534,0,0.0,190,2.521901,0.215158,5.426068,40.88,180.0,0,0.227111,32.0,0,1.2775,1.0,0,40.88,0,0,0,0,0,0,10.0,0,4.088,0,0,0,237.0,0,0.172489,7.0,0,0,237.0,0,0.172489,0,0,0,1.0,0,0,74.0,0,0,,,,180.0,12:00:00 - 12:59:59,BS
ALC -  New in: Louen,120244275580200402,OUTCOME_AWARENESS,2026-04-01,12225,0,0.0,8,0.06544,1.85625,1.214724,14.85,3.0,0,4.95,0.0,0,0.0,1.0,0,14.85,0,0,0,0,0,0,6.0,0,2.475,0,0,0,3.0,0,4.95,0.0,0,0,3.0,0,4.95,0,0,0,1.0,0,0,32.0,0,0,,,,0.0,12:00:00 - 12:59:59,BS
ALC - Orion Verso,120244275602510402,OUTCOME_AWARENESS,2026-04-01,5781,0,0.0,4,0.069192,1.825,1.262757,7.3,2.0,0,3.65,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,1.0,0,7.3,0,0,0,3.0,0,2.433333,1.0,0,0,3.0,0,2.433333,0,0,0,0.0,0,0,15.0,0,0,,,,0.0,12:00:00 - 12:59:59,BS
ALC | A menina mágica,120245113213580402,OUTCOME_AWARENESS,2026-04-01,3981,0,0.0,8,0.200955,0.6225,1.250942,4.98,6.0,0,0.83,5.0,0,0.996,0.0,0,0.0,0,0,0,0,0,0,2.0,0,2.49,0,0,0,6.0,0,0.83,0.0,0,0,6.0,0,0.83,0,0,0,0.0,0,0,10.0,0,0,,,,6.0,12:00:00 - 12:59:59,BS
ALC - Golden,120245123572570402,OUTCOME_AWARENESS,2026-04-01,20995,0,0.0,31,0.147654,1.029677,1.520362,31.92,25.0,0,1.2768,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,34.0,0,0.938824,0,0,0,990.0,0,0.032242,5.0,0,0,990.0,0,0.032242,0,0,0,0.0,0,0,61.0,0,0,,,,0.0,12:00:00 - 12:59:59,BS
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-05,10307,0,0.0,13,0.126128,0.862308,1.08761,11.21,10.0,0,1.121,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,175.0,0,0.064057,0.0,0,0,175.0,0,0.064057,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,13:00:00 - 13:59:59,BS
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-05,38680,0,0.0,16,0.041365,2.6725,1.105481,42.76,2.0,0,21.38,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,306.0,0,0.139739,5.0,0,0,306.0,0,0.139739,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,13:00:00 - 13:59:59,BS
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-05,17619,0,0.0,15,0.085135,1.43,1.217436,21.45,11.0,0,1.95,3.0,0,7.15,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13.0,0,1.65,2.0,0,0,13.0,0,1.65,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,13:00:00 - 13:59:59,BS
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-05,17192,0,0.0,15,0.08725,1.339333,1.168567,20.09,4.0,0,5.0225,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,45.0,0,0.446444,2.0,0,0,45.0,0,0.446444,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,13:00:00 - 13:59:59,BS
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-05,35202,0,0.0,69,0.196012,0.82942,1.62576,57.23,35.0,0,1.635143,9.0,0,6.358889,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2746.0,0,0.020841,14.0,0,0,2746.0,0,0.020841,0,0,0,0.0,0,0,0.0,0,0,,,,26.0,13:00:00 - 13:59:59,BS
TRAF - ARENA SUMMER VIBES SEPHORA,120241256148390402,LINK_CLICKS,2026-02-05,41111,0,0.0,52,0.126487,0.867115,1.096787,45.09,41.0,0,1.099756,23.0,0,1.960435,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,287.0,0,0.157108,1.0,0,0,287.0,0,0.157108,0,0,0,0.0,0,0,0.0,0,0,,,,41.0,13:00:00 - 13:59:59,BS
ALC - Carnaval Kids,120241264649820402,OUTCOME_AWARENESS,2026-02-05,78296,0,0.0,102,0.130275,0.991275,1.291381,101.11,80.0,0,1.263875,43.0,0,2.351395,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,89.0,0,1.136067,9.0,0,0,89.0,0,1.136067,0,0,0,0.0,0,0,0.0,0,0,,,,78.0,13:00:00 - 13:59:59,BS
TRAF - Carnaval,120241501677080402,LINK_CLICKS,2026-02-05,12053,0,0.0,186,1.543184,0.240968,3.718576,44.82,157.0,0,0.285478,69.0,0,0.649565,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,164.0,0,0.273293,5.0,0,0,164.0,0,0.273293,0,0,0,0.0,0,0,0.0,0,0,,,,110.0,13:00:00 - 13:59:59,BS
ALC - Ghibli Fest,120242067064510402,OUTCOME_AWARENESS,2026-02-05,5032,0,0.0,5,0.099364,1.194,1.186407,5.97,2.0,0,2.985,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,1.4925,2.0,0,0,4.0,0,1.4925,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,13:00:00 - 13:59:59,BS
ALC - Moda Feminina | Verão - AON,120242067169520402,OUTCOME_AWARENESS,2026-02-05,6947,0,0.0,1,0.014395,8.37,1.204837,8.37,1.0,0,8.37,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,8.37,0.0,0,0,1.0,0,8.37,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,13:00:00 - 13:59:59,BS
ALC - Moda Masculina - AON,120242067335900402,OUTCOME_AWARENESS,2026-02-05,4319,0,0.0,1,0.023154,5.47,1.266497,5.47,1.0,0,5.47,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,127.0,0,0.043071,0.0,0,0,127.0,0,0.043071,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,13:00:00 - 13:59:59,BS
ALC - Lojas Corredor Zara,120242067408940402,OUTCOME_AWARENESS,2026-02-05,4920,0,0.0,6,0.121951,0.956667,1.166667,5.74,5.0,0,1.148,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,276.0,0,0.020797,0.0,0,0,276.0,0,0.020797,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,13:00:00 - 13:59:59,BS
ALC - Ghibli Fest,120242067064510402,OUTCOME_AWARENESS,2026-03-01,2507,0,0.0,2,0.079777,1.18,0.941364,2.36,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,13:00:00 - 13:59:59,BS
ALC - Moda Feminina | Verão - AON,120242067169520402,OUTCOME_AWARENESS,2026-03-01,32944,0,0.0,33,0.10017,1.139091,1.141027,37.59,21.0,0,1.79,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,38.0,0,0.989211,5.0,0,0,38.0,0,0.989211,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,13:00:00 - 13:59:59,BS
ALC - Moda Masculina - AON,120242067335900402,OUTCOME_AWARENESS,2026-03-01,19989,0,0.0,22,0.110061,1.136818,1.251188,25.01,12.0,0,2.084167,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,5.0,0,5.002,0,0,0,213.0,0,0.117418,2.0,0,0,213.0,0,0.117418,0,0,0,0.0,0,0,44.0,0,0,,,,2.0,13:00:00 - 13:59:59,BS
ALC - Lojas Corredor Zara,120242067408940402,OUTCOME_AWARENESS,2026-03-01,25875,0,0.0,24,0.092754,1.269167,1.177198,30.46,16.0,0,1.90375,0.0,0,0.0,1.0,0,30.46,0,0,0,0,0,0,5.0,0,6.092,0,0,0,1430.0,0,0.021301,2.0,0,0,1430.0,0,0.021301,0,0,0,1.0,0,0,18.0,0,0,,,,0.0,13:00:00 - 13:59:59,BS
ALC - GASTRONOMIA - BS,120242410811390402,OUTCOME_AWARENESS,2026-03-01,125651,0,0.0,113,0.089932,1.468319,1.320483,165.92,74.0,0,2.242162,0.0,0,0.0,1.0,0,165.92,0,0,0,0,0,0,22.0,0,7.541818,0,0,0,88.0,0,1.885455,14.0,0,0,88.0,0,1.885455,0,0,0,1.0,0,0,129.0,0,0,,,,21.0,13:00:00 - 13:59:59,BS
ALC - MINI DAY SPA,120242455605130402,OUTCOME_AWARENESS,2026-03-01,16348,0,0.0,20,0.122339,1.192,1.458282,23.84,11.0,0,2.167273,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1172.0,0,0.020341,7.0,0,0,1172.0,0,0.020341,0,0,0,0.0,0,0,7.0,0,0,,,,0.0,13:00:00 - 13:59:59,BS
