campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,device_platform,shopping
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-02-10,73571,55567,1.324005,130,0.1767,0.695462,1.228881,90.41,101.0,0,0.895149,47.0,0,1.923617,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,139.0,0,0.650432,4.0,0,0,139.0,0,0.650432,0,0,0,0.0,0,0,0.0,0,0,102.0,38.0,27.0,23.0,,,,101.0,mobile_app,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-02-10,72,67,1.074627,0,0.0,0.0,1.388889,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.1,0.0,0,0,1.0,0,0.1,0,0,0,0.0,0,0,0.0,0,0,1.0,1.0,1.0,1.0,,,,0.0,mobile_web,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-02-10,227561,104043,2.187182,259,0.113816,1.052278,1.197657,272.54,200.0,0,1.3627,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,205.0,0,1.329463,5.0,0,0,205.0,0,1.329463,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_app,NS
ALC - Exposição Ambiências,120238497254480225,OUTCOME_AWARENESS,2026-02-10,85557,53188,1.608577,87,0.101687,1.177126,1.19698,102.41,76.0,0,1.3475,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4189.0,0,0.024447,16.0,0,0,4189.0,0,0.024447,0,0,0,0.0,0,0,0.0,0,0,1401.0,698.0,119.0,82.0,,,,0.0,mobile_app,NS
ALC - A Casa de Gaby,120238749907260225,OUTCOME_AWARENESS,2026-02-10,245648,121715,2.018223,387,0.157543,0.775065,1.221056,299.95,283.0,0,1.059894,1.0,0,299.95,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,726.0,0,0.413154,17.0,0,0,726.0,0,0.413154,0,0,0,0.0,0,0,0.0,0,0,120.0,62.0,42.0,6.0,,,,1.0,mobile_app,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-02-10,160175,91946,1.742055,168,0.104885,1.106369,1.160418,185.87,128.0,0,1.452109,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6488.0,0,0.028648,28.0,0,0,6488.0,0,0.028648,0,0,0,0.0,0,0,0.0,0,0,1061.0,187.0,101.0,69.0,,,,0.0,mobile_app,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-02-10,465,375,1.24,0,0.0,0.0,1.397849,0.65,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,58.0,0,0.011207,0.0,0,0,58.0,0,0.011207,0,0,0,0.0,0,0,0.0,0,0,137.0,68.0,46.0,31.0,,,,0.0,desktop,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-02-10,206677,149681,1.380783,315,0.152412,0.88927,1.355352,280.12,79.0,0,3.545823,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13878.0,0,0.020184,112.0,0,0,13878.0,0,0.020184,0,0,0,0.0,0,0,0.0,0,0,31602.0,11526.0,6306.0,4288.0,,,,4.0,mobile_app,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-02-10,204,170,1.2,2,0.980392,0.165,1.617647,0.33,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13.0,0,0.025385,0.0,0,0,13.0,0,0.025385,0,0,0,0.0,0,0,0.0,0,0,41.0,17.0,11.0,6.0,,,,0.0,mobile_web,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-03-01,191689,105179,1.822503,152,0.079295,1.454342,1.153222,221.06,115.0,0,1.922261,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7701.0,0,0.028705,30.0,0,0,7701.0,0,0.028705,0,0,0,0.0,0,0,0.0,0,0,1236.0,251.0,129.0,79.0,,,,0.0,mobile_app,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-03-01,3191,1862,1.713749,0,0.0,0.0,1.369464,4.369959,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,574.0,0,0.007613,0.0,0,0,574.0,0,0.007613,0,0,0,0.0,0,0,0.0,0,0,1168.0,678.0,456.0,322.0,,,,0.0,desktop,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-03-01,819117,405437,2.020331,869,0.10609,1.208999,1.282625,1050.620049,51.0,0,20.600393,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,38207.0,0,0.027498,142.0,0,0,38208.0,0,0.027497,0,0,0,0.0,0,0,0.0,0,0,122807.0,45177.0,26303.0,18152.0,,,,35.0,mobile_app,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-03-01,687,464,1.480603,3,0.436681,0.283331,1.237252,0.849992,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,46.0,0,0.018478,0.0,0,0,46.0,0,0.018478,0,0,0,0.0,0,0,0.0,0,0,138.0,56.0,33.0,21.0,,,,0.0,mobile_web,NS
ALC - MISS CRICIUMA,120239593181160225,OUTCOME_AWARENESS,2026-03-01,234,219,1.068493,0,0.0,0.0,1.75216,0.410005,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,desktop,NS
ALC - MISS CRICIUMA,120239593181160225,OUTCOME_AWARENESS,2026-03-01,527000,274110,1.922586,722,0.137002,1.036496,1.420019,748.34999,623.0,0,1.201204,331.0,0,2.260876,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,645.0,0,1.160233,10.0,0,0,645.0,0,1.160233,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,618.0,mobile_app,NS
ALC - MISS CRICIUMA,120239593181160225,OUTCOME_AWARENESS,2026-03-01,230,206,1.116505,0,0.0,0.0,1.565238,0.360005,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,NS
ALC - PÁSCOA NS,120239593258100225,OUTCOME_AWARENESS,2026-03-01,1652,1370,1.205839,3,0.181598,0.720025,1.307552,2.160076,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,133.0,0,0.016241,0.0,0,0,133.0,0,0.016241,0,0,0,0.0,0,0,0.0,0,0,21.0,18.0,9.0,5.0,,,,0.0,desktop,NS
ALC - PÁSCOA NS,120239593258100225,OUTCOME_AWARENESS,2026-03-01,837910,335523,2.497325,262,0.031268,4.318473,1.350312,1131.439895,22.0,0,51.429086,1.0,0,1131.439895,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,25379.0,0,0.044582,121.0,0,0,25379.0,0,0.044582,0,0,0,0.0,0,0,0.0,0,0,5628.0,1136.0,617.0,382.0,,,,3.0,mobile_app,NS
ALC - PÁSCOA NS,120239593258100225,OUTCOME_AWARENESS,2026-03-01,539,393,1.371501,0,0.0,0.0,1.521389,0.820029,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,53.0,0,0.015472,0.0,0,0,53.0,0,0.015472,0,0,0,0.0,0,0,0.0,0,0,5.0,1.0,1.0,,,,,0.0,mobile_web,NS
ALC - MUSICAL O ENCANTO DA NATUREZA,120239602331250225,OUTCOME_AWARENESS,2026-03-01,357,347,1.028818,0,0.0,0.0,1.232493,0.44,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,46.0,0,0.009565,0.0,0,0,46.0,0,0.009565,0,0,0,0.0,0,0,0.0,0,0,12.0,3.0,3.0,4.0,,,,0.0,desktop,NS
ALC - MUSICAL O ENCANTO DA NATUREZA,120239602331250225,OUTCOME_AWARENESS,2026-03-01,228387,167218,1.365804,338,0.147994,0.918846,1.359841,310.57,255.0,0,1.217922,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10464.0,0,0.02968,25.0,0,0,10464.0,0,0.02968,0,0,0,0.0,0,0,0.0,0,0,3847.0,1798.0,434.0,285.0,,,,253.0,mobile_app,NS
ALC - MUSICAL O ENCANTO DA NATUREZA,120239602331250225,OUTCOME_AWARENESS,2026-03-01,116,113,1.026549,0,0.0,0.0,0.948276,0.11,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,22.0,0,0.005,0.0,0,0,22.0,0,0.005,0,0,0,0.0,0,0,0.0,0,0,11.0,3.0,1.0,1.0,,,,0.0,mobile_web,NS
