campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,device_platform,shopping
ALC - Legueiros,120238935282320157,OUTCOME_AWARENESS,2026-03-01,646428,365743,1.767438,610,0.094365,1.27036,1.198772,774.919637,348.0,0,2.226781,1.0,0,774.919637,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,585.0,0,1.324649,80.0,0,0,585.0,0,1.324649,0,0,0,0.0,0,0,0.0,0,0,19.0,10.0,5.0,5.0,,,,101.0,mobile_app,NK
ALC - Legueiros,120238935282320157,OUTCOME_AWARENESS,2026-03-01,1216,782,1.554987,2,0.164474,0.685044,1.126717,1.370088,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,NK
ALC - Semana do Consumidor,120239316518760157,OUTCOME_AWARENESS,2026-03-01,256,237,1.080169,0,0.0,0.0,1.328125,0.34,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,38.0,0,0.008947,0.0,0,0,38.0,0,0.008947,0,0,0,0.0,0,0,0.0,0,0,3.0,1.0,,,,,,0.0,desktop,NK
ALC - Semana do Consumidor,120239316518760157,OUTCOME_AWARENESS,2026-03-01,313878,224081,1.400735,259,0.082516,1.687297,1.392293,437.01,76.0,0,5.750132,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12603.0,0,0.034675,57.0,0,0,12603.0,0,0.034675,0,0,0,0.0,0,0,0.0,0,0,1436.0,306.0,165.0,117.0,,,,75.0,mobile_app,NK
ALC - Semana do Consumidor,120239316518760157,OUTCOME_AWARENESS,2026-03-01,155,148,1.047297,1,0.645161,0.22,1.419355,0.22,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,18.0,0,0.012222,0.0,0,0,18.0,0,0.012222,0,0,0,0.0,0,0,0.0,0,0,1.0,,,,,,,0.0,mobile_web,NK
ALC - Páscoa,120239362078700157,OUTCOME_AWARENESS,2026-03-01,23,23,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.0,0.0,0,0,3.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,desktop,NK
ALC - Páscoa,120239362078700157,OUTCOME_AWARENESS,2026-03-01,13813,12417,1.112427,16,0.115833,1.111875,1.287917,17.79,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,837.0,0,0.021254,4.0,0,0,837.0,0,0.021254,0,0,0,0.0,0,0,0.0,0,0,92.0,31.0,13.0,8.0,,,,0.0,mobile_app,NK
ALC - Páscoa,120239362078700157,OUTCOME_AWARENESS,2026-03-01,6,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.0,0.0,0,0,3.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,NK
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-10,82,82,1.0,0,0.0,0.0,1.097561,0.09,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.01125,0.0,0,0,8.0,0,0.01125,0,0,0,0.0,0,0,0.0,0,0,7.0,5.0,2.0,1.0,,,,0.0,desktop,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-10,243082,188417,1.290128,223,0.091739,1.394798,1.279568,311.04,160.0,0,1.944,19.0,0,16.370526,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9408.0,0,0.033061,21.0,0,0,9408.0,0,0.033061,0,0,0,0.0,0,0,0.0,0,0,3765.0,1442.0,757.0,529.0,,,,51.0,mobile_app,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-10,79,77,1.025974,0,0.0,0.0,0.632911,0.05,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,0.01,0.0,0,0,5.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,5.0,2.0,2.0,2.0,,,,0.0,mobile_web,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-10,18,18,1.0,0,0.0,0.0,3.333227,0.059998,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,0.012,0.0,0,0,5.0,0,0.012,0,0,0,0.0,0,0,0.0,0,0,6.0,3.0,2.0,2.0,,,,0.0,desktop,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-10,245079,177812,1.378304,251,0.102416,1.254343,1.284647,314.840003,183.0,0,1.720437,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5699.0,0,0.055245,24.0,0,0,5699.0,0,0.055245,0,0,0,0.0,0,0,0.0,0,0,8487.0,2990.0,1685.0,1170.0,,,,24.0,mobile_app,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-10,16,16,1.0,0,0.0,0.0,1.24996,0.019999,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-10,354809,256728,1.382042,402,0.1133,1.214154,1.375642,488.09,281.0,0,1.736975,2.0,0,244.045,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17037.0,0,0.028649,76.0,0,0,17037.0,0,0.028649,0,0,0,0.0,0,0,0.0,0,0,3734.0,1287.0,662.0,371.0,,,,13.0,mobile_app,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-10,349567,228786,1.527921,524,0.1499,0.902118,1.352273,472.71,365.0,0,1.295096,3.0,0,157.57,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7931.0,0,0.059603,47.0,0,0,7931.0,0,0.059603,0,0,0,0.0,0,0,0.0,0,0,1805.0,498.0,258.0,172.0,,,,1.0,mobile_app,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-10,810846,344486,2.353785,904,0.111488,1.130763,1.260671,1022.21,529.0,0,1.932344,3.0,0,340.736667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,31721.0,0,0.032225,135.0,0,0,31721.0,0,0.032225,0,0,0,0.0,0,0,0.0,0,0,8172.0,3922.0,1474.0,865.0,,,,1.0,mobile_app,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-10,576,372,1.548387,0,0.0,0.0,1.197858,0.689966,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,55.0,0,0.012545,0.0,0,0,55.0,0,0.012545,0,0,0,0.0,0,0,0.0,0,0,14.0,1.0,1.0,1.0,,,,0.0,desktop,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-10,341533,184064,1.855512,555,0.162503,0.730649,1.187323,405.510044,179.0,0,2.265419,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,24539.0,0,0.016525,84.0,0,0,24539.0,0,0.016525,0,0,0,0.0,0,0,0.0,0,0,3819.0,950.0,552.0,382.0,,,,0.0,mobile_app,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-10,240,189,1.269841,1,0.416667,0.20999,0.874957,0.20999,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23.0,0,0.00913,0.0,0,0,23.0,0,0.00913,0,0,0,0.0,0,0,0.0,0,0,2.0,1.0,,,,,,0.0,mobile_web,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-10,631,518,1.218147,1,0.158479,0.740015,1.172765,0.740015,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,72.0,0,0.010278,0.0,0,0,72.0,0,0.010278,0,0,0,0.0,0,0,0.0,0,0,9.0,3.0,2.0,2.0,,,,0.0,desktop,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-10,401660,249529,1.609673,867,0.215854,0.576321,1.244012,499.669976,168.0,0,2.974226,79.0,0,6.324936,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,28154.0,0,0.017748,201.0,0,0,28154.0,0,0.017748,0,0,0,0.0,0,0,0.0,0,0,4277.0,1586.0,739.0,413.0,,,,156.0,mobile_app,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-10,442,365,1.210959,0,0.0,0.0,0.995495,0.440009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,53.0,0,0.008302,1.0,0,0,53.0,0,0.008302,0,0,0,0.0,0,0,0.0,0,0,9.0,5.0,1.0,1.0,,,,0.0,mobile_web,NR
ALC - Bailinho de Carnaval,120238985339690075,OUTCOME_AWARENESS,2026-02-10,160,153,1.045752,0,0.0,0.0,1.187434,0.189989,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,0.031665,0.0,0,0,6.0,0,0.031665,0,0,0,0.0,0,0,0.0,0,0,1.0,1.0,1.0,1.0,,,,0.0,desktop,NR
ALC - Bailinho de Carnaval,120238985339690075,OUTCOME_AWARENESS,2026-02-10,130079,108160,1.202653,154,0.11839,1.168961,1.383928,180.020016,118.0,0,1.525593,33.0,0,5.455152,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2245.0,0,0.080187,14.0,0,0,2245.0,0,0.080187,0,0,0,0.0,0,0,0.0,0,0,602.0,214.0,62.0,37.0,,,,112.0,mobile_app,NR
ALC - Bailinho de Carnaval,120238985339690075,OUTCOME_AWARENESS,2026-02-10,73,71,1.028169,0,0.0,0.0,1.232808,0.089995,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.029998,0.0,0,0,3.0,0,0.029998,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,NR
ALC - Semana do Cinema Jan 25,120238985527080075,OUTCOME_AWARENESS,2026-02-10,156,156,1.0,2,1.282051,0.08498,1.089482,0.169959,2.0,0,0.08498,2.0,0,0.08498,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.056653,1.0,0,0,3.0,0,0.056653,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,2.0,desktop,NR
ALC - Semana do Cinema Jan 25,120238985527080075,OUTCOME_AWARENESS,2026-02-10,31593,31251,1.010944,61,0.193081,0.678525,1.310102,41.39005,47.0,0,0.880639,22.0,0,1.881366,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,54.0,0,0.766482,5.0,0,0,54.0,0,0.766482,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,47.0,mobile_app,NR
ALC - Semana do Cinema Jan 25,120238985527080075,OUTCOME_AWARENESS,2026-02-10,17,17,1.0,0,0.0,0.0,2.352376,0.03999,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-10,421,356,1.182584,0,0.0,0.0,0.973872,0.41,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,55.0,0,0.007455,0.0,0,0,55.0,0,0.007455,0,0,0,0.0,0,0,0.0,0,0,10.0,5.0,2.0,2.0,,,,0.0,desktop,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-10,152577,92442,1.650516,182,0.119284,1.041538,1.242389,189.56,126.0,0,1.504444,48.0,0,3.949167,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6953.0,0,0.027263,32.0,0,0,6953.0,0,0.027263,0,0,0,0.0,0,0,0.0,0,0,1122.0,347.0,174.0,96.0,,,,126.0,mobile_app,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-10,256,215,1.190698,1,0.390625,0.17,0.664063,0.17,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20.0,0,0.0085,0.0,0,0,20.0,0,0.0085,0,0,0,0.0,0,0,0.0,0,0,3.0,2.0,2.0,1.0,,,,0.0,mobile_web,NR
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-10,41073,31581,1.30056,43,0.104692,1.124884,1.177659,48.37,26.0,0,1.860385,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,37.0,0,1.307297,10.0,0,0,37.0,0,1.307297,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,1.0,mobile_app,NR
ALC - Oficina de RPG,120239356883300075,OUTCOME_AWARENESS,2026-02-10,194,186,1.043011,0,0.0,0.0,1.134021,0.22,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,desktop,NR
ALC - Oficina de RPG,120239356883300075,OUTCOME_AWARENESS,2026-02-10,147391,110649,1.332059,209,0.1418,0.95512,1.354357,199.62,164.0,0,1.217195,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,171.0,0,1.167368,5.0,0,0,171.0,0,1.167368,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,164.0,mobile_app,NR
ALC - Oficina de RPG,120239356883300075,OUTCOME_AWARENESS,2026-02-10,38,37,1.027027,0,0.0,0.0,0.789474,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-10,1437,1011,1.421365,1,0.069589,1.64,1.141267,1.64,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,253.0,0,0.006482,0.0,0,0,253.0,0,0.006482,0,0,0,0.0,0,0,0.0,0,0,319.0,142.0,75.0,47.0,,,,0.0,desktop,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-10,220179,133306,1.651681,391,0.177583,0.632992,1.124085,247.5,158.0,0,1.566456,1.0,0,247.5,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17925.0,0,0.013808,83.0,0,0,17925.0,0,0.013808,0,0,0,0.0,0,0,0.0,0,0,22923.0,8404.0,3879.0,2308.0,,,,158.0,mobile_app,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-10,358,261,1.371648,3,0.837989,0.14,1.173184,0.42,2.0,0,0.21,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.14,0.0,0,0,3.0,0,0.14,0,0,0,0.0,0,0,0.0,0,0,2.0,,,,,,,2.0,mobile_web,NR
ALC - Encerramento Carnval,120239714623330075,OUTCOME_AWARENESS,2026-02-10,87,83,1.048193,0,0.0,0.0,0.91954,0.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,0.008889,0.0,0,0,9.0,0,0.008889,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,desktop,NR
ALC - Encerramento Carnval,120239714623330075,OUTCOME_AWARENESS,2026-02-10,92649,68549,1.351573,18,0.019428,6.072778,1.179829,109.31,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2856.0,0,0.038274,14.0,0,0,2856.0,0,0.038274,0,0,0,0.0,0,0,0.0,0,0,638.0,115.0,63.0,34.0,,,,0.0,mobile_app,NR
ALC - Encerramento Carnval,120239714623330075,OUTCOME_AWARENESS,2026-02-10,61,61,1.0,0,0.0,0.0,0.983607,0.06,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,0.006667,0.0,0,0,9.0,0,0.006667,0,0,0,0.0,0,0,0.0,0,0,3.0,1.0,1.0,1.0,,,,0.0,mobile_web,NR
ALC - Volksfriends,120239716062130075,OUTCOME_AWARENESS,2026-02-10,248670,169572,1.466457,358,0.143966,0.837905,1.206298,299.97,254.0,0,1.180984,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,296.0,0,1.013412,36.0,0,0,296.0,0,1.013412,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_app,NR
ALC - Norte Cafe,120239888343150075,OUTCOME_AWARENESS,2026-02-10,61652,45991,1.340523,40,0.06488,1.9995,1.297282,79.98,27.0,0,2.962222,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2069.0,0,0.038656,7.0,0,0,2069.0,0,0.038656,0,0,0,0.0,0,0,0.0,0,0,956.0,437.0,133.0,88.0,,,,0.0,mobile_app,NR
ALC - Filme Todo mundo em Panico,120239890360550075,OUTCOME_AWARENESS,2026-02-10,4,4,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_app,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-02-10,227,210,1.080952,0,0.0,0.0,1.365639,0.31,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,27.0,0,0.011481,0.0,0,0,27.0,0,0.011481,0,0,0,0.0,0,0,0.0,0,0,11.0,7.0,5.0,3.0,,,,0.0,desktop,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-02-10,76500,58193,1.314591,36,0.047059,2.992778,1.408366,107.74,11.0,0,9.794545,4.0,0,26.935,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2709.0,0,0.039771,15.0,0,0,2709.0,0,0.039771,0,0,0,0.0,0,0,0.0,0,0,963.0,449.0,183.0,132.0,,,,10.0,mobile_app,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-02-10,147,143,1.027972,0,0.0,0.0,1.564626,0.23,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,22.0,0,0.010455,0.0,0,0,22.0,0,0.010455,0,0,0,0.0,0,0,0.0,0,0,3.0,,,,,,,0.0,mobile_web,NR
ALC- Massinha Play-Doh,120240047519830075,OUTCOME_AWARENESS,2026-02-10,29,29,1.0,0,0.0,0.0,0.689655,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,0.01,0.0,0,0,2.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,desktop,NR
ALC- Massinha Play-Doh,120240047519830075,OUTCOME_AWARENESS,2026-02-10,64407,60896,1.057656,18,0.027947,5.553333,1.552005,99.96,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2583.0,0,0.038699,8.0,0,0,2583.0,0,0.038699,0,0,0,0.0,0,0,0.0,0,0,1512.0,589.0,359.0,178.0,,,,0.0,mobile_app,NR
ALC- Massinha Play-Doh,120240047519830075,OUTCOME_AWARENESS,2026-02-10,18,18,1.0,0,0.0,0.0,1.111111,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.006667,0.0,0,0,3.0,0,0.006667,0,0,0,0.0,0,0,0.0,0,0,3.0,,,,,,,0.0,mobile_web,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-03-01,304,300,1.013333,1,0.328947,0.39004,1.283025,0.39004,1.0,0,0.39004,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,34.0,0,0.011472,0.0,0,0,34.0,0,0.011472,0,0,0,0.0,0,0,0.0,0,0,31.0,6.0,6.0,3.0,,,,1.0,desktop,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-03-01,309409,256481,1.206362,360,0.116351,1.092861,1.271553,393.429926,195.0,0,2.017589,40.0,0,9.835748,1.0,0,393.429926,0,0,0,0,0,0,13.0,0,30.26384,0,0,0,14351.0,0,0.027415,84.0,0,0,14351.0,0,0.027415,0,0,0,1.0,0,0,52.0,0,0,9827.0,3772.0,1937.0,1283.0,,,,86.0,mobile_app,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-03-01,296,270,1.096296,1,0.337838,0.340035,1.148765,0.340035,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23.0,0,0.014784,0.0,0,0,23.0,0,0.014784,0,0,0,0.0,0,0,1.0,0,0,26.0,4.0,2.0,1.0,,,,0.0,mobile_web,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-03-01,20,19,1.052632,0,0.0,0.0,1.000092,0.020002,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,0.010001,0.0,0,0,2.0,0,0.010001,0,0,0,0.0,0,0,0.0,0,0,6.0,2.0,2.0,1.0,,,,0.0,desktop,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-03-01,257026,230325,1.115927,246,0.09571,1.328699,1.2717,326.859997,171.0,0,1.911462,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8881.0,0,0.036804,27.0,0,0,8881.0,0,0.036804,0,0,0,0.0,0,0,0.0,0,0,13822.0,4965.0,2745.0,1864.0,,,,16.0,mobile_app,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-03-01,27,27,1.0,0,0.0,0.0,0.370404,0.010001,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.0025,0.0,0,0,4.0,0,0.0025,0,0,0,0.0,0,0,0.0,0,0,4.0,2.0,,,,,,0.0,mobile_web,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-03-01,53,52,1.019231,0,0.0,0.0,1.132112,0.060002,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,0.030001,0.0,0,0,2.0,0,0.030001,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,desktop,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-03-01,466905,408529,1.142893,478,0.102376,1.313494,1.344706,627.849996,343.0,0,1.830466,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,2.0,0,313.924998,0,0,0,20448.0,0,0.030705,82.0,0,0,20448.0,0,0.030705,0,0,0,0.0,0,0,12.0,0,0,3553.0,992.0,519.0,325.0,,,,10.0,mobile_app,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-03-01,51,51,1.0,0,0.0,0.0,1.372593,0.070002,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.017501,0.0,0,0,4.0,0,0.017501,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-03-01,85660,80395,1.065489,126,0.147093,0.864683,1.271889,108.95,84.0,0,1.297024,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4165.0,0,0.026158,24.0,0,0,4165.0,0,0.026158,0,0,0,0.0,0,0,0.0,0,0,853.0,216.0,107.0,60.0,,,,0.0,mobile_app,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-03-01,188222,151937,1.238816,221,0.117415,1.012579,1.188915,223.78,155.0,0,1.443742,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9155.0,0,0.024443,39.0,0,0,9155.0,0,0.024443,0,0,0,0.0,0,0,0.0,0,0,3186.0,1401.0,481.0,294.0,,,,0.0,mobile_app,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-03-01,1032,817,1.263158,1,0.096899,1.340112,1.298558,1.340112,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,154.0,0,0.008702,0.0,0,0,154.0,0,0.008702,0,0,0,0.0,0,0,0.0,0,0,42.0,17.0,13.0,11.0,,,,0.0,desktop,NR
