shopping,shopping_sigla,campanha,audiencia,data,impressoes,cliques,custo,conversoes,valor_conversoes
GERAL,GERAL,[SEARCH - AJFANS - BS],51668103895,2025-10-19,17,5,0.27,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],55963842637,2025-10-19,3,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56923565457,2025-10-19,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56923565577,2025-10-19,8,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56923565697,2025-10-19,11,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56923565817,2025-10-19,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56976469418,2025-10-19,25,2,0.11,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56976469538,2025-10-19,17,6,0.429957,8.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],59213574491,2025-10-19,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],63253024219,2025-10-19,4,2,0.31,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],75432192104,2025-10-19,9,3,0.182032,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],75957715300,2025-10-19,17,7,0.50265,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],75957715540,2025-10-19,11,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],124892052055,2025-10-19,11,3,0.22,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],282636819801,2025-10-19,4,1,0.15,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],283403926058,2025-10-19,15,6,0.32,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],298229924760,2025-10-19,25,6,0.16,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],326804463039,2025-10-19,45,9,0.7,10.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],326804463079,2025-10-19,12,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],334585072960,2025-10-19,21,7,0.61,5.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],345904698375,2025-10-19,32,8,0.52,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],345911565103,2025-10-19,32,7,0.355828,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],345911565263,2025-10-19,26,8,0.21,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],345911565303,2025-10-19,18,7,0.82,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],369713565095,2025-10-19,7,1,0.08,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],369713566295,2025-10-19,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],374556130747,2025-10-19,11,5,0.3,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],791139245467,2025-10-19,28,5,0.13,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],919315162762,2025-10-19,1,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],958956277844,2025-10-19,12,3,0.15,5.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],1964009779173,2025-10-19,3,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],1964009779373,2025-10-19,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],1965616527486,2025-10-19,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],1965616527566,2025-10-19,35,6,0.396057,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],2366257488666,2025-10-19,67,17,0.89,9.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],45786871609,2025-10-19,31,5,0.89,16.0,1.0
GERAL,GERAL,[SEARCH - AJFANS - NK],47984196266,2025-10-19,11,3,0.408409,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],51668102215,2025-10-19,6,1,0.03,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],51668102335,2025-10-19,16,2,0.19,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],51668102455,2025-10-19,19,7,0.546996,9.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],51668103415,2025-10-19,7,2,0.17,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],51668103655,2025-10-19,17,4,0.35,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],51668103775,2025-10-19,13,7,0.35,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],51668103895,2025-10-19,11,4,0.38,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],55963842637,2025-10-19,9,3,0.03,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],56923565457,2025-10-19,5,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],56923565577,2025-10-19,13,1,0.04,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],56923565697,2025-10-19,15,3,0.21,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],56923565817,2025-10-19,4,1,0.04,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],124892052055,2025-10-19,12,4,0.23,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],298229924760,2025-10-19,22,7,0.44,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],326804463039,2025-10-19,50,11,0.779146,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],374556130747,2025-10-19,10,1,0.1,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],791139245467,2025-10-19,30,7,0.636553,5.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],919315162762,2025-10-19,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],958956277844,2025-10-19,23,5,0.27,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],1964009779173,2025-10-19,1,1,0.02271,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],1964009779373,2025-10-19,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],2366257488666,2025-10-19,116,29,2.221613,10.0,1.0
GERAL,GERAL,[SEARCH - AJFANS - NS],45786871609,2025-10-19,27,14,0.317589,18.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],47984196266,2025-10-19,6,2,0.08,6.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668101495,2025-10-19,5,3,0.027628,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668101615,2025-10-19,8,3,0.1,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668102215,2025-10-19,3,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668102335,2025-10-19,7,6,0.1,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668102455,2025-10-19,27,21,0.26,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668103415,2025-10-19,7,3,0.036254,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668103655,2025-10-19,16,8,0.119888,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668103775,2025-10-19,14,7,0.08,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668103895,2025-10-19,9,6,0.14,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],55963842637,2025-10-19,4,1,0.01,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],56923565457,2025-10-19,1,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],56923565577,2025-10-19,1,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],56923565697,2025-10-19,8,6,0.11,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],56923565817,2025-10-19,4,3,0.037628,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],56976469418,2025-10-19,45,30,0.479888,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],56976469538,2025-10-19,10,3,0.17,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],75957715300,2025-10-19,14,7,0.13,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],75957715540,2025-10-19,11,6,0.16,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],124892052055,2025-10-19,8,7,0.11,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],282636819801,2025-10-19,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],298229924760,2025-10-19,20,11,0.18,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],326804463039,2025-10-19,52,26,0.287628,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],326804463079,2025-10-19,10,6,0.09,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],334585072960,2025-10-19,17,9,0.089888,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],345904698375,2025-10-19,19,12,0.19,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],345911565103,2025-10-19,31,20,0.29,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],345911565263,2025-10-19,21,10,0.115256,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],369713565055,2025-10-19,3,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],369713565095,2025-10-19,7,2,0.05,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],374556130747,2025-10-19,4,1,0.01,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],791139245467,2025-10-19,20,7,0.136387,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],919315162762,2025-10-19,1,1,0.07,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],958956277844,2025-10-19,11,9,0.168,10.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],1086950275831,2025-10-19,89,50,1.007976,11.0,1.0
GERAL,GERAL,[SEARCH - AJFANS - NS],1964009779373,2025-10-19,4,1,0.13,9.0,1.0
GERAL,GERAL,[SEARCH - AJFANS - NS],1965616527326,2025-10-19,102,59,1.088481,10.0,2.0
GERAL,GERAL,[SEARCH - AJFANS - NS],2062563601327,2025-10-19,15,9,0.107631,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],2366257488666,2025-10-19,134,72,1.672447,16.0,2.0
GERAL,GERAL,[SEARCH - AJFANS - GS],45786871609,2025-10-19,44,12,1.13,13.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],47984196266,2025-10-19,3,1,0.06,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668101495,2025-10-19,7,1,0.19,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668101615,2025-10-19,12,3,0.13,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668102215,2025-10-19,9,2,0.14,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668102335,2025-10-19,13,4,0.26,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668102455,2025-10-19,29,6,0.339888,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668103415,2025-10-19,6,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668103655,2025-10-19,26,7,0.78,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668103775,2025-10-19,15,3,0.29,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668103895,2025-10-19,14,3,0.176477,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],55963842637,2025-10-19,3,1,0.1,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],56923565457,2025-10-19,3,1,0.07,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],56923565577,2025-10-19,4,2,0.08,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],56923565697,2025-10-19,10,4,0.35,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],56923565817,2025-10-19,5,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],75957715300,2025-10-19,9,3,0.079888,11.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],124892052055,2025-10-19,11,3,0.127628,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],199868170875,2025-10-19,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],202838584871,2025-10-19,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],282636819801,2025-10-19,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],298229924760,2025-10-19,32,7,0.78,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],326804463039,2025-10-19,39,10,0.764069,5.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],345904698375,2025-10-19,28,5,0.367242,11.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],345911565263,2025-10-19,35,3,0.315226,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],374556130747,2025-10-19,12,1,0.05,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],791139245467,2025-10-19,32,6,0.332921,6.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],958956277844,2025-10-19,15,1,0.06,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],1086950275831,2025-10-19,15,1,0.13,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],1965616527726,2025-10-19,16,4,0.58,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],2062563601327,2025-10-19,3,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],2330944976154,2025-10-19,20,6,0.145202,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],2366257488666,2025-10-19,63,18,1.049888,10.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],45786871609,2025-10-19,33,10,0.51,12.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],47984196266,2025-10-19,5,1,0.16,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668101375,2025-10-19,6,2,0.27,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668101615,2025-10-19,17,6,0.53,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668102215,2025-10-19,7,3,1.17,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668102335,2025-10-19,13,1,0.13,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668102455,2025-10-19,14,3,0.2,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668103415,2025-10-19,4,2,0.13,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668103655,2025-10-19,10,1,0.26,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668103775,2025-10-19,14,2,0.05,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668103895,2025-10-19,20,3,0.047628,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],55963842637,2025-10-19,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],56923565577,2025-10-19,2,1,0.1,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],56923565697,2025-10-19,10,2,0.26,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],56923565817,2025-10-19,5,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],56976469418,2025-10-19,32,5,0.58,6.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],56976469538,2025-10-19,13,3,0.63,6.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],75957715300,2025-10-19,16,2,0.23,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],75957715540,2025-10-19,8,1,0.15,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],124892052055,2025-10-19,13,3,0.46,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],298229924760,2025-10-19,29,9,1.151347,7.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],326804463039,2025-10-19,32,7,0.79,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],326804463079,2025-10-19,12,4,0.57,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],334585072960,2025-10-19,23,4,0.4,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],345904698375,2025-10-19,14,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],345911565103,2025-10-19,26,4,0.60253,7.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],345911565263,2025-10-19,19,2,0.22,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],345911565303,2025-10-19,26,7,0.573226,8.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],369713565055,2025-10-19,9,2,0.29,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],369713565095,2025-10-19,10,1,0.01,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],374556130747,2025-10-19,16,3,0.441905,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],791139245467,2025-10-19,31,6,0.67,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],919315162762,2025-10-19,4,1,0.11,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],958956277844,2025-10-19,12,2,0.05,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],1086950275831,2025-10-19,20,1,0.15,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],1964009779373,2025-10-19,5,1,0.57,7.0,1.0
GERAL,GERAL,[SEARCH - AJFANS - NR],1965616527286,2025-10-19,13,1,0.1,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],2062563601327,2025-10-19,14,3,0.54,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],2330944976114,2025-10-19,7,2,0.59,6.0,1.0
GERAL,GERAL,[SEARCH - AJFANS - NR],2366257488666,2025-10-19,44,9,1.077166,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],45786871609,2025-10-19,114,26,0.455648,5.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],47984193746,2025-10-19,6,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],47984196266,2025-10-19,27,5,0.113453,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],51239918202,2025-10-19,7,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],51668102455,2025-10-19,91,17,0.366622,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],51668103415,2025-10-19,47,11,0.159241,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],51668103655,2025-10-19,83,22,0.425256,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],51668103895,2025-10-19,44,7,0.18,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],51668104015,2025-10-19,52,15,0.44,11.0,2.0
GERAL,GERAL,[SEARCH - AJFANS - CS],51668104495,2025-10-19,47,11,0.25264,11.0,1.0
GERAL,GERAL,[SEARCH - AJFANS - CS],53925721391,2025-10-19,142,27,0.689477,7.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],56923565457,2025-10-19,9,3,0.03,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],56923565577,2025-10-19,9,5,0.16,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],69776187145,2025-10-19,5,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],69812249207,2025-10-19,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],70176679368,2025-10-19,1,1,0.009418,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],71107332891,2025-10-19,10,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],71231448750,2025-10-19,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],71231449590,2025-10-19,3,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],73240937376,2025-10-19,4,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],75957715300,2025-10-19,53,16,0.288238,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],75957715540,2025-10-19,30,8,0.11,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],92281256703,2025-10-19,8,1,0.02,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],103997905950,2025-10-19,100,16,0.211441,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],202838584871,2025-10-19,2,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],298229924760,2025-10-19,101,20,0.41,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],326804463039,2025-10-19,169,35,0.5829,8.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],334585072040,2025-10-19,55,17,0.39338,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],344031553889,2025-10-19,83,21,0.420854,6.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],791139245467,2025-10-19,93,19,0.23,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],792196383962,2025-10-19,17,4,0.04,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],1965616527766,2025-10-19,170,48,0.880787,34.0,2.0
GERAL,GERAL,[SEARCH - AJFANS - CS],1965616527966,2025-10-19,49,11,0.275032,15.0,3.0
GERAL,GERAL,[SEARCH - AJFANS - CS],1965616528006,2025-10-19,36,10,0.119664,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],2307998249215,2025-10-19,3,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],2366257488666,2025-10-19,256,64,1.191856,67.0,1.0
GERAL,GERAL,[SEARCH - AJFANS - BS],45786871609,2025-10-20,18,5,0.218289,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],47984196266,2025-10-20,6,1,0.02,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668099935,2025-10-20,6,1,0.009888,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668101375,2025-10-20,22,5,0.27,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668101495,2025-10-20,9,1,0.13,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668101615,2025-10-20,10,2,0.05,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668101735,2025-10-20,7,1,0.09,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668102215,2025-10-20,3,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668102335,2025-10-20,8,2,0.02,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668102455,2025-10-20,21,5,0.28,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668103415,2025-10-20,6,1,0.13,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668103535,2025-10-20,11,2,0.14,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668103655,2025-10-20,12,2,0.16,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668103775,2025-10-20,13,1,0.13,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668103895,2025-10-20,10,2,0.03,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],55963842637,2025-10-20,5,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56923565577,2025-10-20,6,1,0.17,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56923565697,2025-10-20,6,1,0.09,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56923565817,2025-10-20,7,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56976469418,2025-10-20,40,5,0.38,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56976469538,2025-10-20,14,1,0.13,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],63253024219,2025-10-20,8,5,0.21,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],75432192104,2025-10-20,7,1,0.17,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],75957715300,2025-10-20,19,1,0.12,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],75957715540,2025-10-20,5,2,0.1,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],124892052055,2025-10-20,9,2,0.16,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],282636819801,2025-10-20,6,2,0.141723,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],283403926058,2025-10-20,4,1,0.01,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],298229924760,2025-10-20,22,3,0.15,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],326804463039,2025-10-20,17,4,0.183838,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],326804463079,2025-10-20,17,3,0.17,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],334585072960,2025-10-20,20,3,0.115254,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],345904698375,2025-10-20,17,2,0.23,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],345911565103,2025-10-20,20,3,0.25,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],345911565263,2025-10-20,21,2,0.12,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],345911565303,2025-10-20,23,4,0.26,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],369713565055,2025-10-20,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],369713565095,2025-10-20,9,2,0.07,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],369713566295,2025-10-20,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],374556130747,2025-10-20,7,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],791139245467,2025-10-20,30,5,0.338338,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],958956277844,2025-10-20,15,2,0.04,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],1964009779173,2025-10-20,4,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],1964009779373,2025-10-20,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],1965616527486,2025-10-20,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],1965616527566,2025-10-20,28,5,0.3,4.0,1.0
GERAL,GERAL,[SEARCH - AJFANS - BS],2366257488666,2025-10-20,62,15,0.846273,6.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],45786871609,2025-10-20,33,5,0.46,3.0,0.0
