shopping,shopping_sigla,campanha_id,campanha,tipo_canal,data,impressoes,alcance,frequencia,custo,cliques,conversoes
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-06-22,368,183,2.010928961748634,9.839195,22,5.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-06-23,345,186,1.8548387096774193,10.561431,19,8.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-06-24,248,129,1.9224806201550388,9.642336,16,5.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-06-25,442,248,1.782258064516129,9.548958,22,3.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-06-26,222,118,1.88135593220339,10.339506,18,6.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-06-27,435,228,1.9078947368421053,9.482545,28,6.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-06-28,346,204,1.696078431372549,9.494889,35,11.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-06-29,561,358,1.5670391061452513,9.44514,29,11.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-06-30,291,179,1.6256983240223464,9.006578,17,6.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-01,184,109,1.688073394495413,10.340752,16,3.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-02,528,342,1.543859649122807,9.783122,28,8.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-03,344,223,1.5426008968609866,10.253954,17,5.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-04,197,114,1.7280701754385965,10.256631,15,6.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-05,389,213,1.8262910798122065,10.552014,20,10.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-06,498,302,1.6490066225165563,10.60432,38,17.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-07,502,264,1.9015151515151516,20.434411,38,11.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-08,614,346,1.7745664739884393,20.940304,33,14.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-09,862,504,1.7103174603174602,20.532495,42,12.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-10,709,353,2.008498583569405,20.858275,41,13.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-11,729,398,1.8316582914572865,21.880049,30,12.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-12,476,281,1.6939501779359432,21.47467,34,9.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-13,817,493,1.6572008113590264,19.95078,53,18.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-14,869,489,1.7770961145194275,19.938306,45,18.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-15,1095,652,1.6794478527607362,19.778493,47,6.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-16,904,559,1.6171735241502683,20.525098,49,8.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-17,663,407,1.628992628992629,21.885613,41,18.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-18,522,320,1.63125,20.79856,38,17.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-19,1065,600,1.775,19.450923,49,19.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-20,345,220,1.5681818181818181,18.400041,29,11.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-21,419,203,2.064039408866995,21.751861,33,15.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-22,702,439,1.5990888382687927,20.467898,46,14.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-23,310,189,1.6402116402116402,19.130004,28,8.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-24,706,443,1.5936794582392777,19.247434,44,16.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-25,911,558,1.6326164874551972,20.580823,47,10.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-26,379,224,1.6919642857142858,19.96517,33,8.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-27,675,424,1.5919811320754718,19.1522,53,24.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-28,599,304,1.9703947368421053,18.643851,43,14.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-29,367,223,1.6457399103139014,19.226785,33,12.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-30,294,199,1.4773869346733668,10.779448,21,14.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-07-31,198,108,1.8333333333333333,10.040374,21,9.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-01,173,121,1.4297520661157024,11.061877,19,9.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-02,429,279,1.5376344086021505,10.092793,40,25.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-03,395,228,1.7324561403508771,10.200395,21,12.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-04,416,248,1.6774193548387097,11.239983,21,6.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-05,428,268,1.5970149253731343,10.265237,15,5.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-06,322,190,1.694736842105263,9.961262,15,3.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-07,209,125,1.672,10.15757,11,5.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-08,142,96,1.4791666666666667,9.518999,16,4.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-09,561,359,1.5626740947075208,10.283496,35,22.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-10,372,273,1.3626373626373627,9.70859,31,16.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-11,382,209,1.8277511961722488,10.248044,21,8.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-12,171,110,1.5545454545454545,10.185812,17,12.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-13,179,115,1.5565217391304347,10.652761,17,6.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-14,307,196,1.566326530612245,10.66319,18,6.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-15,351,231,1.5194805194805194,9.759878,24,9.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-16,168,103,1.6310679611650485,9.357848,15,6.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-17,225,140,1.6071428571428572,9.883826,15,6.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-18,351,206,1.703883495145631,9.652592,26,11.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-19,200,119,1.680672268907563,9.899392,14,6.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-20,121,84,1.4404761904761905,10.095634,15,6.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-21,146,84,1.7380952380952381,9.346499,16,3.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-22,289,182,1.5879120879120878,9.953844,19,7.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-23,210,139,1.5107913669064748,9.816019,13,5.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-24,208,143,1.4545454545454546,9.356933,17,3.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-25,180,124,1.4516129032258065,8.498761,13,5.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-26,90,72,1.25,9.412893,12,3.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-27,244,175,1.3942857142857144,10.504156,19,7.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-28,226,144,1.5694444444444444,9.165906,11,5.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-29,324,242,1.3388429752066116,8.762222,20,7.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-30,333,223,1.493273542600897,8.875958,20,14.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-08-31,374,287,1.3031358885017421,8.594103,26,16.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-09-01,317,196,1.6173469387755102,14.433443,19,6.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-09-02,351,226,1.5530973451327434,12.951836,26,9.0
GERAL,GERAL,21741027756,[APP INSTAL - GS],MULTI_CHANNEL,2025-09-03,386,282,1.3687943262411348,12.796363,31,2.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-06,569,288,1.9756944444444444,20.68865,37,18.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-07,535,260,2.0576923076923075,22.800434,39,17.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-08,1120,599,1.8697829716193657,20.193685,80,39.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-09,322,161,2.0,10.546195,24,11.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-10,259,163,1.5889570552147239,10.023846,36,17.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-11,222,119,1.865546218487395,10.765622,16,10.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-12,249,140,1.7785714285714285,11.869277,15,8.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-13,133,72,1.8472222222222223,10.487251,13,4.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-14,261,157,1.6624203821656052,9.846001,28,19.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-15,114,70,1.6285714285714286,10.131077,15,5.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-16,220,127,1.7322834645669292,9.182153,13,6.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-17,196,136,1.4411764705882353,9.761238,27,13.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-18,461,254,1.81496062992126,10.685355,27,11.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-19,603,316,1.9082278481012658,9.935172,36,16.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-20,281,160,1.75625,10.034403,24,9.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-21,366,207,1.7681159420289856,9.967465,22,9.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-22,214,123,1.7398373983739837,10.928174,25,7.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-23,208,121,1.71900826446281,9.781225,14,4.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-24,417,231,1.8051948051948052,9.885723,25,12.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-25,188,103,1.825242718446602,10.298412,13,5.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-26,129,68,1.8970588235294117,9.282459,12,4.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-27,220,146,1.5068493150684932,9.551585,22,5.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-28,383,206,1.8592233009708738,9.846353,36,19.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-29,241,146,1.6506849315068493,8.35061,16,8.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-06-30,217,133,1.631578947368421,8.977019,21,6.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-01,253,159,1.5911949685534592,9.994632,21,8.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-02,270,174,1.5517241379310345,10.49611,24,8.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-03,426,255,1.6705882352941177,10.187723,25,7.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-04,169,82,2.0609756097560976,10.2083,14,4.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-05,432,261,1.6551724137931034,10.061239,29,16.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-06,147,80,1.8375,10.374614,13,6.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-07,252,147,1.7142857142857142,10.75835,19,9.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-08,406,216,1.8796296296296295,9.038444,27,13.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-09,337,218,1.5458715596330275,10.140656,25,8.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-10,310,154,2.012987012987013,11.383514,17,6.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-11,370,215,1.7209302325581395,13.544063,25,13.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-12,489,262,1.866412213740458,10.971799,18,6.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-13,176,88,2.0,9.451829,13,4.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-14,255,153,1.6666666666666667,9.730854,20,7.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-15,563,316,1.7816455696202531,10.05045,26,12.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-16,393,227,1.7312775330396475,9.384188,24,5.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-17,280,200,1.4,9.251639,26,11.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-18,394,259,1.5212355212355213,9.538613,29,15.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-19,204,144,1.4166666666666667,10.528572,42,25.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-20,192,131,1.465648854961832,9.326941,18,5.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-21,144,79,1.8227848101265822,9.703528,16,2.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-22,185,113,1.6371681415929205,9.130371,14,3.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-23,99,60,1.65,9.334564,17,4.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-24,375,239,1.5690376569037656,10.909699,29,18.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-25,359,227,1.5814977973568283,8.662046,42,23.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-26,162,110,1.4727272727272727,10.276639,23,7.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-27,176,97,1.8144329896907216,8.634002,17,6.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-28,211,128,1.6484375,7.362787,15,5.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-29,171,105,1.6285714285714286,11.137533,16,6.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-30,284,133,2.1353383458646618,7.603533,15,7.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-07-31,205,137,1.4963503649635037,7.799577,13,8.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-01,199,138,1.4420289855072463,9.829407,15,4.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-02,333,186,1.7903225806451613,10.459564,21,9.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-03,220,113,1.9469026548672566,10.770237,19,9.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-04,345,216,1.5972222222222223,10.171016,22,8.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-05,332,196,1.6938775510204083,9.851884,21,9.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-06,249,174,1.4310344827586208,10.180319,20,9.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-07,246,156,1.5769230769230769,10.642586,17,8.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-08,198,118,1.6779661016949152,10.268698,16,7.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-09,229,148,1.5472972972972974,10.252941,22,10.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-10,276,160,1.725,9.512878,23,11.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-11,242,154,1.5714285714285714,10.239233,25,8.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-12,183,121,1.512396694214876,11.409837,21,7.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-13,164,122,1.3442622950819672,10.03172,21,9.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-14,293,141,2.078014184397163,9.960217,15,6.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-15,268,156,1.7179487179487178,10.115307,17,6.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-16,299,199,1.5025125628140703,8.942329,17,6.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-17,188,119,1.5798319327731092,9.798525,20,8.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-18,257,167,1.5389221556886228,9.666016,25,10.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-19,345,244,1.4139344262295082,9.899643,21,12.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-20,188,134,1.4029850746268657,9.547203,23,13.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-21,225,129,1.744186046511628,9.361036,18,8.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-22,176,89,1.9775280898876404,10.259016,14,6.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-23,256,161,1.5900621118012421,10.020066,20,7.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-24,120,85,1.411764705882353,9.45286,15,4.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-25,172,96,1.7916666666666667,9.548314,15,8.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-26,230,155,1.4838709677419355,8.794221,16,8.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-27,202,133,1.518796992481203,11.599568,18,3.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-28,157,68,2.3088235294117645,8.876636,10,5.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-29,355,256,1.38671875,9.316637,28,14.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-30,204,151,1.3509933774834437,10.626641,33,14.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-08-31,95,75,1.2666666666666666,6.230251,12,5.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-09-01,344,251,1.3705179282868525,13.628119,33,16.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-09-02,334,215,1.5534883720930233,12.625251,21,10.0
GERAL,GERAL,21741076989,[APP INSTAL - NK],MULTI_CHANNEL,2025-09-03,206,143,1.4405594405594406,12.564077,20,4.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-06,728,396,1.8383838383838385,21.191563,63,20.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-07,429,216,1.9861111111111112,21.740101,30,13.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-08,543,278,1.9532374100719425,19.232285,37,14.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-09,258,141,1.8297872340425532,10.689036,24,5.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-10,236,158,1.4936708860759493,10.045957,27,11.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-11,236,112,2.107142857142857,11.33951,18,9.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-12,291,154,1.8896103896103895,10.151129,22,13.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-13,236,136,1.7352941176470589,9.958758,16,6.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-14,176,92,1.9130434782608696,10.304091,18,11.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-15,401,202,1.9851485148514851,10.708088,38,24.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-16,258,149,1.7315436241610738,10.507984,17,5.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-17,192,108,1.7777777777777777,10.717884,20,9.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-18,371,181,2.0497237569060776,9.8744,23,6.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-19,222,108,2.0555555555555554,9.592558,16,5.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-20,470,226,2.079646017699115,10.114033,31,9.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-21,271,150,1.8066666666666666,10.192891,19,6.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-22,267,147,1.816326530612245,9.880234,20,6.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-23,382,183,2.087431693989071,9.432008,21,7.0
GERAL,GERAL,21741092154,[APP INSTAL - NS],MULTI_CHANNEL,2025-06-24,328,165,1.9878787878787878,9.947899,16,4.0
